userid,R,F,M,R_SC,F_SC,M_SC
3626,6,9,10.05,0.3522796846468311,0.8475316822907559,0.0965820899575969
3627,7,5,6.65,0.5419877614511579,-0.3032315235411064,-0.43183240136124923
3628,0,10,13.17,-0.7859687761791295,1.1352224837487215,0.5814800937560674
3629,6,6,6.47,0.3522796846468311,-0.01554072208314083,-0.4598072861957765
3630,8,7,11.09,0.7316958382554847,0.27215007937482477,0.25821475789042025
3631,0,11,20.32,-0.7859687761791295,1.422913285206687,1.692704685794229
3632,12,8,7.46,1.4905281454727919,0.5598408808327904,-0.3059454196058771
3633,7,6,7.6,0.5419877614511579,-0.01554072208314083,-0.2841871758456894
3634,2,7,25.92,-0.406552622570476,0.27215007937482477,2.5630344362017405
3635,5,2,3.08,0.16257160784250435,-1.1663039279150031,-0.9866676172460377
3636,3,8,19.82,-0.2168445457661492,0.5598408808327904,1.614996672364987
3637,0,12,17.11,-0.7859687761791295,1.7106040866646526,1.1938192395784948
3638,2,7,14.23,-0.406552622570476,0.27215007937482477,0.7462210822260605
3639,3,3,6.06,-0.2168445457661492,-0.8786131264570376,-0.523527857207755
3640,7,6,7.85,0.5419877614511579,-0.01554072208314083,-0.24533316913106837
3641,8,6,10.29,0.7316958382554847,-0.01554072208314083,0.13388193640363286
3642,4,3,3.48,-0.027136468961822417,-0.8786131264570376,-0.924501206502644
3643,0,2,2.36,-0.7859687761791295,-1.1663039279150031,-1.0985671565841464
3645,1,8,11.76,-0.5962606993748027,0.5598408808327904,0.36234349588560466
3646,0,7,11.9,-0.7859687761791295,0.27215007937482477,0.38410173964579253
3647,14,3,5.45,1.8699442990814454,-0.8786131264570376,-0.6183316335914303
3648,0,10,12.08,-0.7859687761791295,1.1352224837487215,0.4120766244803196
3649,3,2,1.64,-0.2168445457661492,-1.1663039279150031,-1.210466695922255
3650,25,4,4.07,3.95673314392904,-0.590922324999072,-0.8328057506561384
3651,0,9,10.14,-0.7859687761791295,0.8475316822907559,0.11056953237486045
3652,0,12,12.92,-0.7859687761791295,1.7106040866646526,0.5426260870414462
3653,16,2,2.45,2.249360452690099,-1.1663039279150031,-1.0845797141668827
3654,8,3,3.6,0.7316958382554847,-0.8786131264570376,-0.9058512832796259
3655,0,9,11.62,-0.7859687761791295,0.8475316822907559,0.3405852521254168
3656,3,1,1.1,-0.2168445457661492,-1.4539947293729687,-1.2943913504258364
3657,3,8,9.03,-0.2168445457661492,0.5598408808327904,-0.06194225743805713
3658,4,17,23.99,-0.027136468961822417,3.1490580939544803,2.2630815043648655
3659,0,7,10.0,-0.7859687761791295,0.27215007937482477,0.08881128861467258
3660,6,10,26.38,0.3522796846468311,1.1352224837487215,2.6345258085566425
3661,15,5,9.12,2.059652375885772,-0.3032315235411064,-0.04795481502079358
3662,2,12,42.56,-0.406552622570476,1.7106040866646526,5.149157123126916
3663,8,4,5.37,0.7316958382554847,-0.590922324999072,-0.630764915740109
3664,1,6,9.37,-0.5962606993748027,-0.01554072208314083,-0.009100808306172546
3665,13,1,1.87,1.6802362222771188,-1.4539947293729687,-1.1747210097448035
3666,4,10,16.38,-0.027136468961822417,1.1352224837487215,1.0803655399718013
3667,0,8,11.6,-0.7859687761791295,0.5598408808327904,0.33747693158824715
3668,19,3,3.25,2.818484683103079,-0.8786131264570376,-0.9602468926800953
3669,0,8,12.72,-0.7859687761791295,0.5598408808327904,0.5115428816697496
3670,0,7,7.52,-0.7859687761791295,0.27215007937482477,-0.29662045799436815
3671,2,5,7.75,-0.406552622570476,-0.3032315235411064,-0.26087477181691676
3672,0,6,10.26,-0.7859687761791295,-0.01554072208314083,0.12921945559787842
3673,7,10,18.03,0.5419877614511579,1.1352224837487215,1.3368019842883003
3674,4,7,8.31,-0.027136468961822417,0.27215007937482477,-0.17384179677616554
3675,9,1,1.07,0.9214039150598115,-1.4539947293729687,-1.2990538312315907
3676,2,9,12.86,-0.406552622570476,0.8475316822907559,0.5333011254299371
3677,8,2,1.96,0.7316958382554847,-1.1663039279150031,-1.1607335673275399
3678,0,12,19.93,-0.7859687761791295,1.7106040866646526,1.6320924353194202
3679,0,6,16.38,-0.7859687761791295,-0.01554072208314083,1.0803655399718013
3680,2,8,13.0,-0.406552622570476,0.5598408808327904,0.555059369190125
3681,0,7,6.48,-0.7859687761791295,0.27215007937482477,-0.45825312592719153
3682,2,6,10.7,-0.406552622570476,-0.01554072208314083,0.19760250741561136
3683,0,8,10.78,-0.7859687761791295,0.5598408808327904,0.21003578956429012
3684,0,9,17.77,-0.7859687761791295,0.8475316822907559,1.2963938173050944
3685,2,7,17.27,-0.406552622570476,0.27215007937482477,1.2186858038758521
3686,4,3,8.29,-0.027136468961822417,-0.8786131264570376,-0.17695011731333543
3687,9,9,6.65,0.9214039150598115,0.8475316822907559,-0.43183240136124923
3688,0,16,22.61,-0.7859687761791295,2.8613672924965146,2.0486073873001573
3689,0,8,11.93,-0.7859687761791295,0.5598408808327904,0.38876422045154696
3690,0,9,11.38,-0.7859687761791295,0.8475316822907559,0.30328540567938084
3691,0,9,8.96,-0.7859687761791295,0.8475316822907559,-0.07282137931815079
3692,4,11,14.3,-0.027136468961822417,1.422913285206687,0.7571002041061545
3693,4,5,5.43,-0.027136468961822417,-0.3032315235411064,-0.6214399541286
3694,0,4,3.3,-0.7859687761791295,-0.590922324999072,-0.9524760913371711
3695,10,5,6.56,1.1111119918641383,-0.3032315235411064,-0.4458198437785129
3696,1,3,5.43,-0.5962606993748027,-0.8786131264570376,-0.6214399541286
3697,3,6,17.07,-0.2168445457661492,-0.01554072208314083,1.1876025985041556
3698,21,4,8.71,3.197900836711733,-0.590922324999072,-0.11167538603277183
3699,0,7,6.39,-0.7859687761791295,0.27215007937482477,-0.4722405683444552
3700,4,8,17.13,-0.027136468961822417,0.5598408808327904,1.1969275601156644
3701,0,3,9.42,-0.7859687761791295,-0.8786131264570376,-0.0013300069632482287
3702,0,12,33.01,-0.7859687761791295,1.7106040866646526,3.6649340666283923
3703,0,14,18.9,-0.7859687761791295,2.285985689580584,1.4720139276551811
3704,2,6,14.11,-0.406552622570476,-0.01554072208314083,0.7275711590030424
3705,3,5,9.56,-0.2168445457661492,-0.3032315235411064,0.020428236796939638
3706,10,3,11.1,1.1111119918641383,-0.8786131264570376,0.2597689181590051
3707,2,18,21.95,-0.406552622570476,3.436748895412446,1.946032809573558
3708,1,2,1.6,-0.5962606993748027,-1.1663039279150031,-1.2166833369965944
3709,9,2,1.59,0.9214039150598115,-1.1663039279150031,-1.218237497265179
3710,1,13,16.13,-0.5962606993748027,1.9982948881226184,1.0415115332571803
3711,8,1,0.53,0.7316958382554847,-1.4539947293729687,-1.3829784857351723
3712,2,8,18.26,-0.406552622570476,0.5598408808327904,1.3725476704657518
3713,0,9,17.99,-0.7859687761791295,0.8475316822907559,1.3305853432139607
3714,0,16,23.9,-0.7859687761791295,2.8613672924965146,2.249094061947602
3715,4,7,10.6,-0.027136468961822417,0.27215007937482477,0.18206090472976302
3716,3,7,9.99,-0.2168445457661492,0.27215007937482477,0.08725712834608777
3717,1,8,11.07,-0.5962606993748027,0.5598408808327904,0.25510643735325067
3718,1,14,22.76,-0.5962606993748027,2.285985689580584,2.0719197913289307
3719,2,5,4.57,-0.406552622570476,-0.3032315235411064,-0.7550977372268962
3720,20,1,0.15,3.008192759907406,-1.4539947293729687,-1.4420365759413962
3721,0,8,8.63,-0.7859687761791295,0.5598408808327904,-0.12410866818145057
3723,7,9,11.76,0.5419877614511579,0.8475316822907559,0.36234349588560466
3724,4,7,10.05,-0.027136468961822417,0.27215007937482477,0.0965820899575969
3725,0,6,9.85,-0.7859687761791295,-0.01554072208314083,0.0654988845858999
3726,0,5,4.23,-0.7859687761791295,-0.3032315235411064,-0.8079391863587808
3727,0,7,14.79,-0.7859687761791295,0.27215007937482477,0.8332540572668115
3728,3,4,9.77,-0.2168445457661492,-0.590922324999072,0.053065602437221165
3729,17,8,13.53,2.439068529494426,0.5598408808327904,0.6374298634251215
3730,1,8,9.25,-0.5962606993748027,0.5598408808327904,-0.027750731529190522
3731,30,1,0.56,4.905273527950674,-1.4539947293729687,-1.3783160049294176
3732,4,4,4.1,-0.027136468961822417,-0.590922324999072,-0.8281432698503839
3733,1,8,10.32,-0.5962606993748027,0.5598408808327904,0.13854441720938757
3734,2,12,26.89,-0.406552622570476,1.7106040866646526,2.7137879822544697
3735,14,6,10.81,1.8699442990814454,-0.01554072208314083,0.21469827037004482
3736,3,5,10.29,-0.2168445457661492,-0.3032315235411064,0.13388193640363286
3737,9,7,8.86,0.9214039150598115,0.27215007937482477,-0.08836298200399943
3738,18,1,1.9,2.6287766062987528,-1.4539947293729687,-1.1700585289390488
3739,0,14,19.72,-0.7859687761791295,2.285985689580584,1.5994550696791383
3740,1,1,1.9,-0.5962606993748027,-1.4539947293729687,-1.1700585289390488
3741,8,5,3.24,0.7316958382554847,-0.3032315235411064,-0.9618010529486802
3742,1,6,6.71,-0.5962606993748027,-0.01554072208314083,-0.42250743974974025
3743,1,13,22.49,-0.5962606993748027,1.9982948881226184,2.0299574640771394
3744,3,4,9.26,-0.2168445457661492,-0.590922324999072,-0.026196571260605712
3745,19,1,1.44,2.818484683103079,-1.4539947293729687,-1.2415499012939517
3746,2,5,7.81,-0.406552622570476,-0.3032315235411064,-0.25154981020540773
3747,2,5,11.53,-0.406552622570476,-0.3032315235411064,0.3265978097081532
3748,0,12,8.76,-0.7859687761791295,1.7106040866646526,-0.10390458468984778
3749,2,5,4.72,-0.406552622570476,-0.3032315235411064,-0.7317853331981238
3750,0,7,10.44,-0.7859687761791295,0.27215007937482477,0.15719434043240554
3751,1,14,17.86,-0.5962606993748027,2.285985689580584,1.3103812597223579
3752,9,12,21.78,0.9214039150598115,1.7106040866646526,1.919612085007616
3753,3,6,7.26,-0.2168445457661492,-0.01554072208314083,-0.337028624977574
3754,10,1,0.4,1.1111119918641383,-1.4539947293729687,-1.4031825692267752
3755,3,9,12.04,-0.2168445457661492,0.8475316822907559,0.4058599834059801
3756,3,5,8.44,-0.2168445457661492,-0.3032315235411064,-0.15363771328456274
3757,1,5,4.19,-0.5962606993748027,-0.3032315235411064,-0.8141558274331202
3758,22,5,7.27,3.38760891351606,-0.3032315235411064,-0.3354744647089892
3759,4,7,8.01,-0.027136468961822417,0.27215007937482477,-0.2204666048337109
3760,6,7,9.57,0.3522796846468311,0.27215007937482477,0.021982397065524448
3761,2,4,3.84,-0.406552622570476,-0.590922324999072,-0.8685514368335897
3762,2,10,10.59,-0.406552622570476,1.1352224837487215,0.1805067444611782
3763,3,16,20.85,-0.2168445457661492,2.8613672924965146,1.7750751800292257
3764,2,5,10.25,-0.406552622570476,-0.3032315235411064,0.12766529532929363
3765,5,6,8.36,0.16257160784250435,-0.01554072208314083,-0.1660709954332415
3766,4,14,25.92,-0.027136468961822417,2.285985689580584,2.5630344362017405
3767,3,13,26.02,-0.2168445457661492,1.9982948881226184,2.5785760388875887
3768,0,7,9.36,-0.7859687761791295,0.27215007937482477,-0.010654968574757355
3769,2,11,10.38,-0.406552622570476,1.422913285206687,0.14786937882089668
3770,4,8,8.06,-0.027136468961822417,0.5598408808327904,-0.21269580349078657
3771,19,3,2.72,2.818484683103079,-0.8786131264570376,-1.0426173869150919
3772,0,5,6.03,-0.7859687761791295,-0.3032315235411064,-0.5281903380135095
3773,0,8,11.78,-0.7859687761791295,0.5598408808327904,0.36545181642277424
3774,5,4,11.73,0.16257160784250435,-0.590922324999072,0.35768101507985023
3775,6,10,8.82,0.3522796846468311,1.1352224837487215,-0.09457962307833866
3776,5,6,6.08,0.16257160784250435,-0.01554072208314083,-0.5204195366705853
3777,0,14,22.44,-0.7859687761791295,2.285985689580584,2.0221866627342155
3778,27,3,4.12,4.336149297537694,-0.8786131264570376,-0.8250349493132142
3779,4,7,7.1,-0.027136468961822417,0.27215007937482477,-0.3618951892749315
3780,0,5,7.0,-0.7859687761791295,-0.3032315235411064,-0.37743679196077984
3781,0,9,20.87,-0.7859687761791295,0.8475316822907559,1.7781835005663953
3782,4,8,10.77,-0.027136468961822417,0.5598408808327904,0.2084816292957053
3783,3,4,5.16,-0.2168445457661492,-0.590922324999072,-0.6634022813803906
3784,1,9,15.56,-0.5962606993748027,0.8475316822907559,0.9529243979478444
3785,5,1,1.58,0.16257160784250435,-1.4539947293729687,-1.219791657533764
3786,2,13,22.36,-0.406552622570476,1.9982948881226184,2.0097533805855363
3787,10,6,5.07,1.1111119918641383,-0.01554072208314083,-0.6773897237976542
3788,0,2,2.43,-0.7859687761791295,-1.1663039279150031,-1.0876880347040525
3789,1,4,4.86,-0.5962606993748027,-0.590922324999072,-0.7100270894379359
3790,21,4,5.27,3.197900836711733,-0.590922324999072,-0.6463065184259574
3791,0,7,6.81,-0.7859687761791295,0.27215007937482477,-0.4069658370638919
3792,0,4,5.65,-0.7859687761791295,-0.590922324999072,-0.5872484282197333
3793,0,8,10.22,-0.7859687761791295,0.5598408808327904,0.1230028145235392
3794,9,6,11.98,0.9214039150598115,-0.01554072208314083,0.39653502179447125
3795,6,9,11.05,0.3522796846468311,0.8475316822907559,0.25199811681608103
3796,8,3,6.28,0.7316958382554847,-0.8786131264570376,-0.48933633129888837
3797,0,8,7.94,-0.7859687761791295,0.5598408808327904,-0.23134572671380468
3798,10,9,11.8,1.1111119918641383,0.8475316822907559,0.36856013695994416
3799,19,5,9.09,2.818484683103079,-0.3032315235411064,-0.052617295826548005
3800,1,7,19.18,-0.5962606993748027,0.27215007937482477,1.5155304151755569
3801,0,9,17.18,-0.7859687761791295,0.8475316822907559,1.2046983614585887
3802,2,4,9.98,-0.406552622570476,-0.590922324999072,0.08570296807750297
3803,0,8,12.31,-0.7859687761791295,0.5598408808327904,0.447822310657771
3804,8,8,11.55,0.7316958382554847,0.5598408808327904,0.32970613024532314
3805,0,11,20.69,-0.7859687761791295,1.422913285206687,1.7502086157318684
3806,8,1,0.35,0.7316958382554847,-1.4539947293729687,-1.4109533705696995
3807,1,7,11.57,-0.5962606993748027,0.27215007937482477,0.3328144507824927
3808,3,1,1.8,-0.2168445457661492,-1.4539947293729687,-1.1856001316248974
3809,21,1,1.01,3.197900836711733,-1.4539947293729687,-1.3083787928430999
3810,2,4,5.14,-0.406552622570476,-0.590922324999072,-0.6665106019175604
3811,0,8,9.66,-0.7859687761791295,0.5598408808327904,0.035969839482788
3812,0,12,17.25,-0.7859687761791295,1.7106040866646526,1.2155774833386825
3813,9,3,4.88,0.9214039150598115,-0.8786131264570376,-0.7069187689007662
3814,4,9,15.33,-0.027136468961822417,0.8475316822907559,0.9171787117703931
3815,2,14,21.97,-0.406552622570476,2.285985689580584,1.9491411301107275
3817,9,7,11.22,0.9214039150598115,0.27215007937482477,0.27841884138202333
3818,0,11,13.99,-0.7859687761791295,1.422913285206687,0.7089212357800243
3819,3,3,3.63,-0.2168445457661492,-0.8786131264570376,-0.9011888024738715
3820,3,6,16.44,-0.2168445457661492,-0.01554072208314083,1.0896905015833107
3821,1,9,14.71,-0.5962606993748027,0.8475316822907559,0.820820775118133
3822,10,7,8.87,1.1111119918641383,0.27215007937482477,-0.08680882173541461
3823,0,11,18.28,-0.7859687761791295,1.422913285206687,1.3756559910029214
3824,4,2,6.08,-0.027136468961822417,-1.1663039279150031,-0.5204195366705853
3825,0,10,20.99,-0.7859687761791295,1.1352224837487215,1.796833423789413
3826,1,5,6.9,-0.5962606993748027,-0.3032315235411064,-0.3929783946466282
3827,0,12,22.74,-0.7859687761791295,1.7106040866646526,2.0688114707917604
3828,5,5,12.58,0.16257160784250435,-0.3032315235411064,0.48978463790956167
3829,1,9,11.58,-0.5962606993748027,0.8475316822907559,0.3343686110510775
3830,1,2,1.54,-0.5962606993748027,-1.1663039279150031,-1.2260082986081033
3831,1,7,8.65,-0.5962606993748027,0.27215007937482477,-0.12100034764428096
3832,17,1,0.79,2.439068529494426,-1.4539947293729687,-1.3425703187519664
3833,11,4,3.46,1.300820068668465,-0.590922324999072,-0.9276095270398137
3834,3,5,6.58,-0.2168445457661492,-0.3032315235411064,-0.44271152324134316
3835,0,14,28.2,-0.7859687761791295,2.285985689580584,2.917382977439084
3836,4,8,12.42,-0.027136468961822417,0.5598408808327904,0.4649180736122042
3837,4,10,12.96,-0.027136468961822417,1.1352224837487215,0.5488427281157858
3838,9,3,3.25,0.9214039150598115,-0.8786131264570376,-0.9602468926800953
3839,1,10,14.79,-0.5962606993748027,1.1352224837487215,0.8332540572668115
3840,1,14,15.08,-0.5962606993748027,2.285985689580584,0.8783247050557721
3841,1,8,12.08,-0.5962606993748027,0.5598408808327904,0.4120766244803196
3842,12,8,9.93,1.4905281454727919,0.5598408808327904,0.07793216673457865
3843,8,6,5.06,0.7316958382554847,-0.01554072208314083,-0.6789438840662392
3844,3,3,6.39,-0.2168445457661492,-0.8786131264570376,-0.4722405683444552
3845,0,2,1.54,-0.7859687761791295,-1.1663039279150031,-1.2260082986081033
3846,1,9,15.37,-0.5962606993748027,0.8475316822907559,0.9233953528447323
3847,8,8,15.56,0.7316958382554847,0.5598408808327904,0.9529243979478444
3848,0,5,6.0,-0.7859687761791295,-0.3032315235411064,-0.5328528188192639
3849,0,7,13.95,-0.7859687761791295,0.27215007937482477,0.7027045947056848
3850,6,8,10.69,0.3522796846468311,0.5598408808327904,0.19604834714702657
3851,9,10,24.22,0.9214039150598115,1.1352224837487215,2.2988271905423168
3852,2,6,11.47,-0.406552622570476,-0.01554072208314083,0.31727284809664436
3853,9,5,7.71,0.9214039150598115,-0.3032315235411064,-0.2670914128912561
3854,1,12,20.95,-0.5962606993748027,1.7106040866646526,1.7906167827150739
3855,3,15,36.05,-0.2168445457661492,2.5736764910385492,4.137398788278184
3856,0,2,2.08,-0.7859687761791295,-1.1663039279150031,-1.142083644104522
3857,3,12,22.63,-0.2168445457661492,1.7106040866646526,2.051715707837327
3858,29,3,5.24,4.715565451146347,-0.8786131264570376,-0.6509689992317119
3859,14,7,16.08,1.8699442990814454,0.27215007937482477,1.033740731914256
3860,7,5,8.47,0.5419877614511579,-0.3032315235411064,-0.14897523247880806
3861,0,10,13.99,-0.7859687761791295,1.1352224837487215,0.7089212357800243
3862,0,8,10.71,-0.7859687761791295,0.5598408808327904,0.19915666768419646
3863,2,8,9.01,-0.406552622570476,0.5598408808327904,-0.06505057797522674
3864,0,15,15.87,-0.7859687761791295,2.5736764910385492,1.0011033662739743
3865,3,7,12.66,-0.2168445457661492,0.27215007937482477,0.5022179200582404
3866,4,7,9.81,-0.027136468961822417,0.27215007937482477,0.059282243511560674
3867,2,4,7.13,-0.406552622570476,-0.590922324999072,-0.35723270846917693
3868,2,9,16.33,-0.406552622570476,0.8475316822907559,1.072594738628877
3869,7,6,18.32,0.5419877614511579,-0.01554072208314083,1.3818726320772607
3870,0,8,16.07,-0.7859687761791295,0.5598408808327904,1.0321865716456713
3871,2,11,15.61,-0.406552622570476,1.422913285206687,0.9606951992907685
3872,8,5,4.11,0.7316958382554847,-0.3032315235411064,-0.826589109581799
3873,6,12,15.61,0.3522796846468311,1.7106040866646526,0.9606951992907685
3874,4,5,11.62,-0.027136468961822417,-0.3032315235411064,0.3405852521254168
3875,0,13,24.58,-0.7859687761791295,1.9982948881226184,2.354776960211371
3876,0,2,1.56,-0.7859687761791295,-1.1663039279150031,-1.2228999780709335
3877,1,10,20.32,-0.5962606993748027,1.1352224837487215,1.692704685794229
3878,0,9,14.14,-0.7859687761791295,0.8475316822907559,0.732233639808797
3879,5,5,8.53,0.16257160784250435,-0.3032315235411064,-0.1396502708672992
3880,0,10,13.67,-0.7859687761791295,1.1352224837487215,0.6591881071853094
3881,8,11,14.49,0.7316958382554847,1.422913285206687,0.7866292492092665
3882,3,7,9.91,-0.2168445457661492,0.27215007937482477,0.07482384619740903
3883,0,9,13.39,-0.7859687761791295,0.8475316822907559,0.6156716196649339
3884,2,10,11.11,-0.406552622570476,1.1352224837487215,0.2613230784275899
3885,5,11,19.44,0.16257160784250435,1.422913285206687,1.555938582158763
3886,0,7,9.93,-0.7859687761791295,0.27215007937482477,0.07793216673457865
3887,4,5,16.16,-0.027136468961822417,-0.3032315235411064,1.046174014062935
3888,1,5,8.49,-0.5962606993748027,-0.3032315235411064,-0.14586691194163845
3889,0,5,10.96,-0.7859687761791295,-0.3032315235411064,0.23801067439881748
3890,3,6,12.75,-0.2168445457661492,-0.01554072208314083,0.516205362475504
3891,3,9,20.74,-0.2168445457661492,0.8475316822907559,1.757979417074792
3892,6,4,3.51,0.3522796846468311,-0.590922324999072,-0.9198387256968895
3893,0,6,5.74,-0.7859687761791295,-0.01554072208314083,-0.5732609858024699
3894,3,11,20.21,-0.2168445457661492,1.422913285206687,1.675608922839796
3895,18,1,1.05,2.6287766062987528,-1.4539947293729687,-1.3021621517687603
3896,4,9,13.76,-0.027136468961822417,0.8475316822907559,0.673175549602573
3897,3,6,10.5,-0.2168445457661492,-0.01554072208314083,0.16651930204391466
3898,2,10,8.22,-0.406552622570476,1.1352224837487215,-0.1878292391934291
3899,2,8,12.97,-0.406552622570476,0.5598408808327904,0.5503968883843706
3900,0,10,15.63,-0.7859687761791295,1.1352224837487215,0.9638035198279384
3901,0,8,10.56,-0.7859687761791295,0.5598408808327904,0.17584426365542377
3902,0,7,7.68,-0.7859687761791295,0.27215007937482477,-0.2717538936970107
3903,3,17,36.53,-0.2168445457661492,3.1490580939544803,4.211998481170257
3904,10,2,1.77,1.1111119918641383,-1.1663039279150031,-1.190262612430652
3905,0,13,14.2,-0.7859687761791295,1.9982948881226184,0.7415586014203058
3906,1,11,21.02,-0.5962606993748027,1.422913285206687,1.8014959045951677
3907,8,4,4.31,0.7316958382554847,-0.590922324999072,-0.7955059042101023
3908,2,12,23.52,-0.406552622570476,1.7106040866646526,2.190035971741378
3909,5,6,14.88,0.16257160784250435,-0.01554072208314083,0.8472414996840754
3910,1,3,7.14,-0.5962606993748027,-0.8786131264570376,-0.35567854820059214
3911,0,7,15.38,-0.7859687761791295,0.27215007937482477,0.9249495131133174
3912,0,5,10.06,-0.7859687761791295,-0.3032315235411064,0.0981362502261817
3913,2,5,7.7,-0.406552622570476,-0.3032315235411064,-0.2686455731598409
3914,9,10,15.43,0.9214039150598115,1.1352224837487215,0.9327203144562415
3915,0,9,20.39,-0.7859687761791295,0.8475316822907559,1.7035838076743228
3916,20,3,3.3,3.008192759907406,-0.8786131264570376,-0.9524760913371711
3917,0,14,28.21,-0.7859687761791295,2.285985689580584,2.918937137707669
3918,0,9,9.28,-0.7859687761791295,0.8475316822907559,-0.023088250723436097
3920,27,1,2.03,4.336149297537694,-1.4539947293729687,-1.1498544454474462
3921,4,3,3.69,-0.027136468961822417,-0.8786131264570376,-0.8918638408623625
3922,1,3,11.78,-0.5962606993748027,-0.8786131264570376,0.36545181642277424
3923,0,8,5.63,-0.7859687761791295,0.5598408808327904,-0.5903567487569031
3924,2,9,9.05,-0.406552622570476,0.8475316822907559,-0.05883393690088724
3925,0,8,8.99,-0.7859687761791295,0.5598408808327904,-0.06815889851239637
3926,0,5,15.0,-0.7859687761791295,-0.3032315235411064,0.8658914229070933
3927,3,8,16.56,-0.2168445457661492,0.5598408808327904,1.1083404248063284
3929,0,17,25.48,-0.7859687761791295,3.1490580939544803,2.494651384384007
3930,3,12,34.79,-0.2168445457661492,1.7106040866646526,3.9415745944364944
3931,9,10,19.05,0.9214039150598115,1.1352224837487215,1.4953263316839542
3932,0,10,12.85,-0.7859687761791295,1.1352224837487215,0.5317469651613523
3933,3,6,5.08,-0.2168445457661492,-0.01554072208314083,-0.6758355635290694
3934,9,5,4.03,0.9214039150598115,-0.3032315235411064,-0.8390223917304777
3935,0,14,30.72,-0.7859687761791295,2.285985689580584,3.309031365122464
3936,19,9,17.79,2.818484683103079,0.8475316822907559,1.299502137842264
3937,8,3,5.83,0.7316958382554847,-0.8786131264570376,-0.5592735433852063
3939,11,6,4.72,1.300820068668465,-0.01554072208314083,-0.7317853331981238
3940,2,5,9.02,-0.406552622570476,-0.3032315235411064,-0.06349641770664194
3941,7,4,4.53,0.5419877614511579,-0.590922324999072,-0.7613143783012356
3942,0,10,11.46,-0.7859687761791295,1.1352224837487215,0.31571868782805956
3943,3,13,18.54,-0.2168445457661492,1.9982948881226184,1.416064157986127
3944,19,2,2.51,2.818484683103079,-1.1663039279150031,-1.0752547525553737
3945,3,2,3.0,-0.2168445457661492,-1.1663039279150031,-0.9991008993947164
3946,3,10,14.99,-0.2168445457661492,1.1352224837487215,0.8643372626385085
3947,3,6,4.64,-0.2168445457661492,-0.01554072208314083,-0.7442186153468024
3948,15,5,7.32,2.059652375885772,-0.3032315235411064,-0.3277036633660649
3949,2,4,11.53,-0.406552622570476,-0.590922324999072,0.3265978097081532
3950,3,3,9.46,-0.2168445457661492,-0.8786131264570376,0.00488663411109128
3951,0,5,5.15,-0.7859687761791295,-0.3032315235411064,-0.6649564416489755
3952,8,3,3.96,0.7316958382554847,-0.8786131264570376,-0.8499015136105716
3953,12,6,12.41,1.4905281454727919,-0.01554072208314083,0.46336391334361937
3954,0,12,20.24,-0.7859687761791295,1.7106040866646526,1.68027140364555
3955,0,7,11.71,-0.7859687761791295,0.27215007937482477,0.3545726945426806
3956,0,10,15.57,-0.7859687761791295,1.1352224837487215,0.9544785582164294
3957,1,6,9.31,-0.5962606993748027,-0.01554072208314083,-0.018425769917681394
3958,4,7,4.33,-0.027136468961822417,0.27215007937482477,-0.7923975836729324
3959,0,8,16.03,-0.7859687761791295,0.5598408808327904,1.0259699305713321
3960,3,7,15.93,-0.2168445457661492,0.27215007937482477,1.0104283278854835
3961,2,3,8.0,-0.406552622570476,-0.8786131264570376,-0.2220207651022957
3962,9,6,9.62,0.9214039150598115,-0.01554072208314083,0.02975319840844849
3963,14,6,10.29,1.8699442990814454,-0.01554072208314083,0.13388193640363286
3964,0,4,3.54,-0.7859687761791295,-0.590922324999072,-0.9151762448911349
3965,2,11,16.27,-0.406552622570476,1.422913285206687,1.063269777017368
3966,2,5,9.46,-0.406552622570476,-0.3032315235411064,0.00488663411109128
3967,8,6,6.2,0.7316958382554847,-0.01554072208314083,-0.5017696134475671
3968,0,6,4.91,-0.7859687761791295,-0.01554072208314083,-0.7022562880950117
3969,7,8,23.24,0.5419877614511579,0.5598408808327904,2.1465194842210025
3970,2,8,8.12,-0.406552622570476,0.5598408808327904,-0.20337084187927773
3971,3,7,17.27,-0.2168445457661492,0.27215007937482477,1.2186858038758521
3972,0,5,7.18,-0.7859687761791295,-0.3032315235411064,-0.34946190712625275
3973,0,9,12.5,-0.7859687761791295,0.8475316822907559,0.47735135576088294
3974,11,6,10.92,1.300820068668465,-0.01554072208314083,0.23179403332447798
3975,1,7,8.33,-0.5962606993748027,0.27215007937482477,-0.17073347623899593
3976,0,7,10.54,-0.7859687761791295,0.27215007937482477,0.17273594311825388
3977,0,9,12.75,-0.7859687761791295,0.8475316822907559,0.516205362475504
3978,14,2,4.84,1.8699442990814454,-1.1663039279150031,-0.7131354099751056
3979,2,8,5.73,-0.406552622570476,0.5598408808327904,-0.5748151460710547
3980,3,8,10.0,-0.2168445457661492,0.5598408808327904,0.08881128861467258
3981,7,3,4.28,0.5419877614511579,-0.8786131264570376,-0.8001683850158566
3982,5,11,16.07,0.16257160784250435,1.422913285206687,1.0321865716456713
3983,6,2,2.93,0.3522796846468311,-1.1663039279150031,-1.0099800212748102
3984,2,10,12.93,-0.406552622570476,1.1352224837487215,0.5441802473100311
3985,7,4,6.5,0.5419877614511579,-0.590922324999072,-0.4551448053900219
3986,5,4,5.74,0.16257160784250435,-0.590922324999072,-0.5732609858024699
3987,0,3,3.9,-0.7859687761791295,-0.8786131264570376,-0.8592264752220806
3988,2,9,13.26,-0.406552622570476,0.8475316822907559,0.5954675361733308
