userid,R,F,M,R_SC,F_SC,M_SC,cluster
5134,3,3,6.78,-0.2168445457661492,-0.8786131264570376,-0.4116283178696463,2
5135,0,8,9.82,-0.7859687761791295,0.5598408808327904,0.0608364037801454,0
5136,3,9,17.28,-0.2168445457661492,0.8475316822907559,1.2202399641444373,0
5137,6,3,7.03,0.3522796846468311,-0.8786131264570376,-0.3727743111550253,2
5138,2,8,12.11,-0.406552622570476,0.5598408808327904,0.416739105286074,0
5139,1,8,8.08,-0.5962606993748027,0.5598408808327904,-0.2095874829536169,2
5140,5,7,7.86,0.1625716078425043,0.2721500793748247,-0.2437790088624834,2
5141,11,5,6.57,1.300820068668465,-0.3032315235411064,-0.4442656835099279,1
5142,6,8,12.24,0.3522796846468311,0.5598408808327904,0.436943188777677,0
5143,8,10,15.5,0.7316958382554847,1.1352224837487217,0.9435994363363354,0
5144,15,5,7.19,2.059652375885772,-0.3032315235411064,-0.3479077468576678,1
5145,3,5,10.06,-0.2168445457661492,-0.3032315235411064,0.0981362502261817,2
5146,4,6,9.37,-0.0271364689618224,-0.0155407220831408,-0.0091008083061725,2
5147,19,6,14.03,2.818484683103079,-0.0155407220831408,0.7151378768543636,1
5148,0,6,4.88,-0.7859687761791295,-0.0155407220831408,-0.7069187689007662,2
5149,7,8,15.0,0.5419877614511579,0.5598408808327904,0.8658914229070933,0
5150,0,21,30.35,-0.7859687761791295,4.299821299786343,3.251527435184825,0
5151,6,7,8.33,0.3522796846468311,0.2721500793748247,-0.1707334762389959,2
5152,9,13,26.34,0.9214039150598116,1.9982948881226184,2.628309167482304,0
5153,0,4,6.31,-0.7859687761791295,-0.590922324999072,-0.4846738504931339,2
5154,2,7,10.25,-0.406552622570476,0.2721500793748247,0.1276652953292936,2
5155,3,14,27.24,-0.2168445457661492,2.285985689580584,2.768183591654939,0
5156,0,12,16.6,-0.7859687761791295,1.7106040866646526,1.114557065880668,0
5157,2,7,12.82,-0.406552622570476,0.2721500793748247,0.527084484355598,0
5158,20,4,6.53,3.008192759907406,-0.590922324999072,-0.4504823245842673,1
5159,21,7,10.25,3.197900836711733,0.2721500793748247,0.1276652953292936,1
5160,6,7,11.46,0.3522796846468311,0.2721500793748247,0.3157186878280595,2
5161,13,15,16.25,1.6802362222771188,2.573676491038549,1.0601614564801984,0
5162,14,9,20.9,1.8699442990814452,0.8475316822907559,1.7828459813721496,0
5163,4,13,27.34,-0.0271364689618224,1.9982948881226184,2.7837251943407875,0
5164,0,13,20.66,-0.7859687761791295,1.9982948881226184,1.7455461349261137,0
5165,6,11,17.88,0.3522796846468311,1.422913285206687,1.3134895802595274,0
5166,0,10,16.8,-0.7859687761791295,1.1352224837487217,1.1456402712523648,0
5167,0,10,20.76,-0.7859687761791295,1.1352224837487217,1.7610877376119622,0
5168,5,10,10.23,0.1625716078425043,1.1352224837487217,0.124556974792124,0
5169,1,7,10.49,-0.5962606993748027,0.2721500793748247,0.1649651417753298,2
5170,0,9,11.2,-0.7859687761791295,0.8475316822907559,0.2753105208448534,0
5171,10,3,1.8,1.1111119918641383,-0.8786131264570376,-1.1856001316248974,1
5172,15,5,8.87,2.059652375885772,-0.3032315235411064,-0.0868088217354146,1
5173,0,13,19.29,-0.7859687761791295,1.9982948881226184,1.53262617812999,0
5174,3,2,3.41,-0.2168445457661492,-1.1663039279150031,-0.935380328382738,2
5176,1,9,20.19,-0.5962606993748027,0.8475316822907559,1.672500602302626,0
5177,27,1,0.83,4.336149297537694,-1.4539947293729687,-1.336353677677627,1
5178,4,7,14.09,-0.0271364689618224,0.2721500793748247,0.7244628384658727,0
5179,0,13,14.07,-0.7859687761791295,1.9982948881226184,0.7213545179287031,0
5180,2,7,11.36,-0.406552622570476,0.2721500793748247,0.3001770851422109,0
5181,11,4,3.98,1.300820068668465,-0.590922324999072,-0.8467931930734018,1
5182,0,11,15.07,-0.7859687761791295,1.422913285206687,0.8767705447871872,0
5183,22,2,2.56,3.38760891351606,-1.1663039279150031,-1.0674839512124494,1
5184,0,5,5.82,-0.7859687761791295,-0.3032315235411064,-0.5608277036537911,2
5186,3,8,14.24,-0.2168445457661492,0.5598408808327904,0.7477752424946453,0
5187,2,10,18.0,-0.406552622570476,1.1352224837487217,1.3321395034825456,0
5188,0,6,8.92,-0.7859687761791295,-0.0155407220831408,-0.0790380203924903,2
5189,0,10,17.45,-0.7859687761791295,1.1352224837487217,1.2466606887103793,0
5190,13,8,20.52,1.6802362222771188,0.5598408808327904,1.7237878911659257,0
5191,0,12,23.77,-0.7859687761791295,1.7106040866646526,2.228889978455999,0
5192,14,5,9.64,1.8699442990814452,-0.3032315235411064,0.0328615189456183,1
5193,4,4,4.03,-0.0271364689618224,-0.590922324999072,-0.8390223917304777,2
5194,5,9,13.23,0.1625716078425043,0.8475316822907559,0.5908050553675764,0
5195,0,7,12.54,-0.7859687761791295,0.2721500793748247,0.4835679968352221,0
5196,0,4,5.73,-0.7859687761791295,-0.590922324999072,-0.5748151460710547,2
5197,0,9,12.93,-0.7859687761791295,0.8475316822907559,0.5441802473100311,0
5198,0,15,23.2,-0.7859687761791295,2.573676491038549,2.1403028431466637,0
5199,5,5,7.68,0.1625716078425043,-0.3032315235411064,-0.2717538936970107,2
5200,16,2,2.36,2.249360452690099,-1.1663039279150031,-1.0985671565841464,1
5201,1,9,23.48,-0.5962606993748027,0.8475316822907559,2.183819330667039,0
5202,4,13,24.18,-0.0271364689618224,1.9982948881226184,2.2926105494679776,0
5203,1,2,2.09,-0.5962606993748027,-1.1663039279150031,-1.140529483835937,2
5204,0,11,22.31,-0.7859687761791295,1.422913285206687,2.001982579242612,0
5205,1,4,4.13,-0.5962606993748027,-0.590922324999072,-0.8234807890446293,2
5206,3,5,6.34,-0.2168445457661492,-0.3032315235411064,-0.4800113696873794,2
5207,13,3,2.2,1.6802362222771188,-0.8786131264570376,-1.1234337208815035,1
5208,0,5,6.57,-0.7859687761791295,-0.3032315235411064,-0.4442656835099279,2
5209,3,6,9.49,-0.2168445457661492,-0.0155407220831408,0.0095491149168457,2
5210,2,12,29.4,-0.406552622570476,1.7106040866646526,3.1038822096692646,0
5211,0,16,25.84,-0.7859687761791295,2.8613672924965146,2.5506011540530613,0
5212,2,7,10.06,-0.406552622570476,0.2721500793748247,0.0981362502261817,2
5213,5,10,19.78,0.1625716078425043,1.1352224837487217,1.6087800312906475,0
5214,4,12,14.33,-0.0271364689618224,1.7106040866646526,0.7617626849119089,0
5215,1,20,22.54,-0.5962606993748027,4.012130498328377,2.037728265420064,0
5216,11,2,2.64,1.300820068668465,-1.1663039279150031,-1.0550506690637709,1
5217,1,11,13.47,-0.5962606993748027,1.422913285206687,0.6281049018136127,0
5218,7,7,9.22,0.5419877614511579,0.2721500793748247,-0.0324132123349449,2
5219,0,8,19.74,-0.7859687761791295,0.5598408808327904,1.602563390216308,0
5220,0,5,10.44,-0.7859687761791295,-0.3032315235411064,0.1571943404324055,2
5221,8,2,2.39,0.7316958382554847,-1.1663039279150031,-1.0939046757783917,2
5222,11,9,20.59,1.300820068668465,0.8475316822907559,1.7346670130460196,0
5223,11,7,7.21,1.300820068668465,0.2721500793748247,-0.3447994263204982,1
5224,3,5,6.99,-0.2168445457661492,-0.3032315235411064,-0.3789909522293646,2
5225,7,5,5.86,0.5419877614511579,-0.3032315235411064,-0.5546110625794517,2
5226,3,4,4.25,-0.2168445457661492,-0.590922324999072,-0.8048308658216112,2
5227,27,1,1.41,4.336149297537694,-1.4539947293729687,-1.2462123820997062,1
5228,3,4,8.6,-0.2168445457661492,-0.590922324999072,-0.1287711489872052,2
5229,2,13,23.33,-0.406552622570476,1.9982948881226184,2.160506926638266,0
5230,11,8,10.98,1.300820068668465,0.5598408808327904,0.2411189949359871,1
5231,8,8,19.11,0.7316958382554847,0.5598408808327904,1.504651293295463,0
5232,13,5,4.48,1.6802362222771188,-0.3032315235411064,-0.7690851796441598,1
5233,1,3,5.77,-0.5962606993748027,-0.8786131264570376,-0.5685985049967154,2
5234,0,6,8.51,-0.7859687761791295,-0.0155407220831408,-0.1427585914044688,2
5235,2,2,3.51,-0.406552622570476,-1.1663039279150031,-0.9198387256968896,2
5236,17,5,7.4,2.439068529494426,-0.3032315235411064,-0.3152703812173861,1
5237,2,14,18.66,-0.406552622570476,2.285985689580584,1.4347140812091452,0
5238,14,5,10.54,1.8699442990814452,-0.3032315235411064,0.1727359431182538,1
5239,0,14,19.87,-0.7859687761791295,2.285985689580584,1.6227674737079112,0
5240,1,11,20.79,-0.5962606993748027,1.422913285206687,1.7657502184177165,0
5241,8,8,11.13,0.7316958382554847,0.5598408808327904,0.2644313989647598,0
5242,4,10,14.36,-0.0271364689618224,1.1352224837487217,0.7664251657176634,0
5243,2,3,3.74,-0.406552622570476,-0.8786131264570376,-0.8840930395194381,2
5244,2,6,7.6,-0.406552622570476,-0.0155407220831408,-0.2841871758456894,2
5245,1,11,21.34,-0.5962606993748027,1.422913285206687,1.8512290331898824,0
5246,6,6,10.62,0.3522796846468311,-0.0155407220831408,0.1851692252669326,2
5247,1,4,2.94,-0.5962606993748027,-0.590922324999072,-1.0084258610062256,2
5248,0,13,25.0,-0.7859687761791295,1.9982948881226184,2.4200516914919348,0
5249,0,9,16.83,-0.7859687761791295,0.8475316822907559,1.150302752058119,0
5250,12,5,3.47,1.490528145472792,-0.3032315235411064,-0.9260553667712288,1
5251,0,7,6.3,-0.7859687761791295,0.2721500793748247,-0.4862280107617188,2
5252,10,11,26.96,1.1111119918641383,1.422913285206687,2.724667104134564,0
5253,1,14,19.26,-0.5962606993748027,2.285985689580584,1.527963697324236,0
5254,10,2,2.49,1.1111119918641383,-1.1663039279150031,-1.078363073092543,1
5255,0,12,20.06,-0.7859687761791295,1.7106040866646526,1.6522965188110228,0
5256,0,10,32.78,-0.7859687761791295,1.1352224837487217,3.6291883804509415,0
5257,2,10,12.48,-0.406552622570476,1.1352224837487217,0.4742430352237133,0
5258,13,3,3.18,1.6802362222771188,-0.8786131264570376,-0.9711260145601892,1
5259,0,7,11.38,-0.7859687761791295,0.2721500793748247,0.3032854056793808,0
5260,5,7,6.17,0.1625716078425043,0.2721500793748247,-0.5064320942533217,2
5261,4,14,19.55,-0.0271364689618224,2.285985689580584,1.5730343451131965,0
5262,1,7,10.09,-0.5962606993748027,0.2721500793748247,0.1027987310319361,2
5263,0,9,14.84,-0.7859687761791295,0.8475316822907559,0.8410248586097359,0
5264,28,1,1.07,4.525857374342021,-1.4539947293729687,-1.299053831231591,1
5265,0,11,15.31,-0.7859687761791295,1.422913285206687,0.9140703912332234,0
5266,30,3,3.33,4.905273527950674,-0.8786131264570376,-0.9478136105314168,1
5267,2,8,12.04,-0.406552622570476,0.5598408808327904,0.4058599834059801,0
5268,0,13,19.93,-0.7859687761791295,1.9982948881226184,1.6320924353194202,0
5269,10,6,8.49,1.1111119918641383,-0.0155407220831408,-0.1458669119416384,1
5270,0,11,16.34,-0.7859687761791295,1.422913285206687,1.074148898897462,0
5271,0,7,9.68,-0.7859687761791295,0.2721500793748247,0.0390781600199576,2
5272,1,6,7.6,-0.5962606993748027,-0.0155407220831408,-0.2841871758456894,2
5273,1,5,9.13,-0.5962606993748027,-0.3032315235411064,-0.0464006547522084,2
5274,0,10,20.68,-0.7859687761791295,1.1352224837487217,1.7486544554632832,0
5275,2,3,2.38,-0.406552622570476,-0.8786131264570376,-1.0954588360469766,2
5276,8,9,21.97,0.7316958382554847,0.8475316822907559,1.9491411301107275,0
5277,0,6,6.21,-0.7859687761791295,-0.0155407220831408,-0.5002154531789823,2
5278,1,6,8.67,-0.5962606993748027,-0.0155407220831408,-0.1178920271071113,2
5279,1,7,6.2,-0.5962606993748027,0.2721500793748247,-0.5017696134475671,2
5280,1,4,7.88,-0.5962606993748027,-0.590922324999072,-0.2406706883253138,2
5281,2,8,11.49,-0.406552622570476,0.5598408808327904,0.320381168633814,0
5282,13,5,9.2,1.6802362222771188,-0.3032315235411064,-0.0355215328721148,1
5283,6,10,11.84,0.3522796846468311,1.1352224837487217,0.3747767780342834,0
5284,6,6,6.21,0.3522796846468311,-0.0155407220831408,-0.5002154531789823,2
5286,12,10,17.64,1.490528145472792,1.1352224837487217,1.2761897338134915,0
5287,2,5,11.64,-0.406552622570476,-0.3032315235411064,0.3436935726625866,2
5288,3,12,18.36,-0.2168445457661492,1.7106040866646526,1.3880892731516,0
5289,0,12,10.74,-0.7859687761791295,1.7106040866646526,0.2038191484899509,0
5290,1,16,25.21,-0.5962606993748027,2.8613672924965146,2.4526890571322166,0
5291,1,9,10.23,-0.5962606993748027,0.8475316822907559,0.124556974792124,0
5292,7,4,6.39,0.5419877614511579,-0.590922324999072,-0.4722405683444552,2
5293,0,4,5.16,-0.7859687761791295,-0.590922324999072,-0.6634022813803906,2
5294,1,4,10.08,-0.5962606993748027,-0.590922324999072,0.1012445707633513,2
5295,7,1,1.79,0.5419877614511579,-1.4539947293729687,-1.1871542918934823,2
5296,9,14,16.95,0.9214039150598116,2.285985689580584,1.1689526752811372,0
5297,0,11,9.7,-0.7859687761791295,1.422913285206687,0.0421864805571272,0
5298,22,3,5.5,3.38760891351606,-0.8786131264570376,-0.6105608322485061,1
5299,0,14,23.53,-0.7859687761791295,2.285985689580584,2.191590132009963,0
5300,0,11,24.08,-0.7859687761791295,1.422913285206687,2.277068946782129,0
5301,1,12,23.96,-0.5962606993748027,1.7106040866646526,2.2584190235591115,0
5302,1,17,26.92,-0.5962606993748027,3.1490580939544803,2.7184504630602246,0
5303,0,8,20.61,-0.7859687761791295,0.5598408808327904,1.7377753335831891,0
5304,13,4,4.89,1.6802362222771188,-0.590922324999072,-0.7053646086321814,1
5305,1,18,36.0,-0.5962606993748027,3.436748895412446,4.12962798693526,0
5306,7,4,5.62,0.5419877614511579,-0.590922324999072,-0.5919109090254879,2
5307,0,15,26.91,-0.7859687761791295,2.573676491038549,2.7168963027916395,0
5308,0,13,13.84,-0.7859687761791295,1.9982948881226184,0.6856088317512516,0
5309,2,7,12.0,-0.406552622570476,0.2721500793748247,0.3996433423316409,0
5310,4,2,19.21,-0.0271364689618224,-1.1663039279150031,1.5201928959813116,2
5311,16,7,11.1,2.249360452690099,0.2721500793748247,0.2597689181590051,1
5312,3,3,1.22,-0.2168445457661492,-0.8786131264570376,-1.275741427202818,2
5313,0,9,14.09,-0.7859687761791295,0.8475316822907559,0.7244628384658727,0
5314,17,3,3.14,2.439068529494426,-0.8786131264570376,-0.9773426556345284,1
5315,6,8,13.67,0.3522796846468311,0.5598408808327904,0.6591881071853094,0
5316,3,6,9.1,-0.2168445457661492,-0.0155407220831408,-0.0510631355579632,2
5317,0,3,4.53,-0.7859687761791295,-0.8786131264570376,-0.7613143783012356,2
5318,6,12,13.21,0.3522796846468311,1.7106040866646526,0.5876967348304069,0
5319,6,5,8.05,0.3522796846468311,-0.3032315235411064,-0.2142499637593714,2
5320,1,8,19.14,-0.5962606993748027,0.5598408808327904,1.5093137741012177,0
5321,5,6,7.53,0.1625716078425043,-0.0155407220831408,-0.2950662977257832,2
5322,13,8,12.24,1.6802362222771188,0.5598408808327904,0.436943188777677,1
5323,1,8,22.26,-0.5962606993748027,0.5598408808327904,1.9942117778996884,0
5324,4,8,8.88,-0.0271364689618224,0.5598408808327904,-0.0852546614668295,2
5325,4,6,10.3,-0.0271364689618224,-0.0155407220831408,0.1354360966722179,2
5326,2,11,8.86,-0.406552622570476,1.422913285206687,-0.0883629820039994,0
5327,1,15,17.17,-0.5962606993748027,2.573676491038549,1.2031442011900042,0
5328,0,9,17.29,-0.7859687761791295,0.8475316822907559,1.221794124413022,0
5329,0,7,11.12,-0.7859687761791295,0.2721500793748247,0.2628772386961747,2
5330,0,5,9.68,-0.7859687761791295,-0.3032315235411064,0.0390781600199576,2
5331,1,9,30.94,-0.5962606993748027,0.8475316822907559,3.343222891031331,0
5332,17,3,6.62,2.439068529494426,-0.8786131264570376,-0.4364948821670038,1
5333,5,8,11.42,0.1625716078425043,0.5598408808327904,0.30950204675372,0
5334,0,10,10.84,-0.7859687761791295,1.1352224837487217,0.2193607511757992,0
5335,0,14,20.09,-0.7859687761791295,2.285985689580584,1.6569589996167775,0
5336,2,7,5.86,-0.406552622570476,0.2721500793748247,-0.5546110625794517,2
5337,7,3,11.84,0.5419877614511579,-0.8786131264570376,0.3747767780342834,2
5338,3,12,18.93,-0.2168445457661492,1.7106040866646526,1.4766764084609358,0
5339,25,3,11.93,3.95673314392904,-0.8786131264570376,0.3887642204515469,1
5340,7,10,25.74,0.5419877614511579,1.1352224837487217,2.5350595513672127,0
5341,0,8,16.8,-0.7859687761791295,0.5598408808327904,1.1456402712523648,0
5342,5,6,7.76,0.1625716078425043,-0.0155407220831408,-0.2593206115483319,2
5343,2,9,12.88,-0.406552622570476,0.8475316822907559,0.536409445967107,0
5344,6,5,9.17,0.3522796846468311,-0.3032315235411064,-0.0401840136778692,2
5345,8,9,14.47,0.7316958382554847,0.8475316822907559,0.7835209286720968,0
5346,0,3,3.59,-0.7859687761791295,-0.8786131264570376,-0.9074054435482108,2
5347,0,6,12.2,-0.7859687761791295,-0.0155407220831408,0.4307265477033375,2
5348,13,11,11.95,1.6802362222771188,1.422913285206687,0.3918725409887165,0
5349,1,9,20.37,-0.5962606993748027,0.8475316822907559,1.7004754871371532,0
5350,2,13,28.58,-0.406552622570476,1.9982948881226184,2.9764410676453075,0
5351,3,2,4.78,-0.2168445457661492,-1.1663039279150031,-0.7224603715866146,2
5352,2,10,12.8,-0.406552622570476,1.1352224837487217,0.5239761638184283,0
5353,11,2,2.86,1.300820068668465,-1.1663039279150031,-1.0208591431549043,1
5354,18,8,12.25,2.6287766062987528,0.5598408808327904,0.4384973490462619,1
5355,14,6,10.74,1.8699442990814452,-0.0155407220831408,0.2038191484899509,1
5356,10,8,8.6,1.1111119918641383,0.5598408808327904,-0.1287711489872052,1
5357,5,5,8.83,0.1625716078425043,-0.3032315235411064,-0.0930254628097538,2
5358,1,9,13.97,-0.5962606993748027,0.8475316822907559,0.7058129152428547,0
5359,1,7,13.42,-0.5962606993748027,0.2721500793748247,0.6203341004706884,0
5360,3,7,6.18,-0.2168445457661492,0.2721500793748247,-0.5048779339847369,2
5361,2,6,5.79,-0.406552622570476,-0.0155407220831408,-0.5654901844595457,2
5362,0,7,17.5,-0.7859687761791295,0.2721500793748247,1.2544314900533036,0
5363,0,4,5.79,-0.7859687761791295,-0.590922324999072,-0.5654901844595457,2
5364,7,6,12.26,0.5419877614511579,-0.0155407220831408,0.4400515093148467,2
5365,2,7,7.48,-0.406552622570476,0.2721500793748247,-0.3028370990687073,2
5366,8,13,15.4,0.7316958382554847,1.9982948881226184,0.928057833650487,0
5367,3,6,6.62,-0.2168445457661492,-0.0155407220831408,-0.4364948821670038,2
5368,0,8,11.04,-0.7859687761791295,0.5598408808327904,0.2504439565474959,0
5369,4,11,12.25,-0.0271364689618224,1.422913285206687,0.4384973490462619,0
5370,5,7,9.84,0.1625716078425043,0.2721500793748247,0.0639447243173151,2
5371,3,7,7.47,-0.2168445457661492,0.2721500793748247,-0.3043912593372923,2
5372,5,7,7.18,0.1625716078425043,0.2721500793748247,-0.3494619071262527,2
5373,1,4,2.27,-0.5962606993748027,-0.590922324999072,-1.1125545990014098,2
5374,1,10,10.71,-0.5962606993748027,1.1352224837487217,0.1991566676841964,0
5375,1,13,17.33,-0.5962606993748027,1.9982948881226184,1.228010765487361,0
5376,8,10,7.95,0.7316958382554847,1.1352224837487217,-0.2297915664452199,0
5377,4,3,3.95,-0.0271364689618224,-0.8786131264570376,-0.8514556738791564,2
5378,12,8,13.12,1.490528145472792,0.5598408808327904,0.573709292413143,1
5379,0,12,18.17,-0.7859687761791295,1.7106040866646526,1.3585602280484883,0
5380,1,15,20.3,-0.5962606993748027,2.573676491038549,1.6895963652570594,0
5381,0,11,10.05,-0.7859687761791295,1.422913285206687,0.0965820899575969,0
5382,0,1,1.62,-0.7859687761791295,-1.4539947293729687,-1.2135750164594246,2
5383,1,7,10.72,-0.5962606993748027,0.2721500793748247,0.2007108279527812,2
5384,3,16,17.86,-0.2168445457661492,2.8613672924965146,1.310381259722358,0
5385,10,7,13.24,1.1111119918641383,0.2721500793748247,0.5923592156361612,0
5386,30,1,0.62,4.905273527950674,-1.4539947293729687,-1.3689910433179089,1
5387,4,9,8.08,-0.0271364689618224,0.8475316822907559,-0.2095874829536169,0
5388,4,7,9.68,-0.0271364689618224,0.2721500793748247,0.0390781600199576,2
5389,0,9,14.24,-0.7859687761791295,0.8475316822907559,0.7477752424946453,0
5390,6,17,25.44,0.3522796846468311,3.1490580939544803,2.488434743309668,0
5391,1,9,17.64,-0.5962606993748027,0.8475316822907559,1.2761897338134915,0
5393,5,5,7.74,0.1625716078425043,-0.3032315235411064,-0.2624289320855015,2
5394,3,6,5.48,-0.2168445457661492,-0.0155407220831408,-0.6136691527856757,2
5395,0,8,11.58,-0.7859687761791295,0.5598408808327904,0.3343686110510775,0
5396,2,9,11.59,-0.406552622570476,0.8475316822907559,0.3359227713196623,0
5397,0,9,9.8,-0.7859687761791295,0.8475316822907559,0.0577280832429758,0
5398,1,10,14.31,-0.5962606993748027,1.1352224837487217,0.7586543643747393,0
5399,1,6,10.56,-0.5962606993748027,-0.0155407220831408,0.1758442636554237,2
5400,3,11,12.92,-0.2168445457661492,1.422913285206687,0.5426260870414462,0
5401,1,8,8.02,-0.5962606993748027,0.5598408808327904,-0.2189124445651261,2
5402,4,11,16.42,-0.0271364689618224,1.422913285206687,1.0865821810461411,0
5403,2,11,18.1,-0.406552622570476,1.422913285206687,1.3476811061683944,0
5404,12,5,8.37,1.490528145472792,-0.3032315235411064,-0.1645168351646566,1
5405,5,7,9.05,0.1625716078425043,0.2721500793748247,-0.0588339369008872,2
5406,0,9,18.26,-0.7859687761791295,0.8475316822907559,1.3725476704657518,0
5407,0,9,9.99,-0.7859687761791295,0.8475316822907559,0.0872571283460877,0
5408,6,6,3.83,0.3522796846468311,-0.0155407220831408,-0.8701055971021746,2
5409,0,10,14.15,-0.7859687761791295,1.1352224837487217,0.7337878000773819,0
5410,5,8,9.91,0.1625716078425043,0.5598408808327904,0.074823846197409,0
5411,6,9,9.46,0.3522796846468311,0.8475316822907559,0.0048866341110912,0
5412,4,3,7.27,-0.0271364689618224,-0.8786131264570376,-0.3354744647089892,2
5413,5,7,10.54,0.1625716078425043,0.2721500793748247,0.1727359431182538,2
5414,4,9,9.38,-0.0271364689618224,0.8475316822907559,-0.0075466480375874,0
5415,11,8,7.93,1.300820068668465,0.5598408808327904,-0.2328998869823896,1
5416,14,2,1.37,1.8699442990814452,-1.1663039279150031,-1.2524290231740454,1
5417,7,3,6.39,0.5419877614511579,-0.8786131264570376,-0.4722405683444552,2
5418,12,7,7.73,1.490528145472792,0.2721500793748247,-0.2639830923540863,1
5419,6,12,16.96,0.3522796846468311,1.7106040866646526,1.1705068355497223,0
5420,1,9,22.62,-0.5962606993748027,0.8475316822907559,2.0501615475687425,0
5421,15,2,3.86,2.059652375885772,-1.1663039279150031,-0.8654431162964201,1
5422,0,8,18.1,-0.7859687761791295,0.5598408808327904,1.3476811061683944,0
5423,2,16,27.47,-0.406552622570476,2.8613672924965146,2.8039292778323905,0
5424,0,11,10.91,-0.7859687761791295,1.422913285206687,0.2302398730558931,0
5425,14,3,7.02,1.8699442990814452,-0.8786131264570376,-0.3743284714236102,1
5426,5,7,8.49,0.1625716078425043,0.2721500793748247,-0.1458669119416384,2
5427,0,17,21.84,-0.7859687761791295,3.1490580939544803,1.928937046619125,0
5428,6,7,4.66,0.3522796846468311,0.2721500793748247,-0.7411102948096328,2
5429,9,12,22.37,0.9214039150598116,1.7106040866646526,2.011307540854121,0
5430,0,18,22.63,-0.7859687761791295,3.436748895412446,2.051715707837327,0
5432,1,8,19.9,-0.5962606993748027,0.5598408808327904,1.6274299545136657,0
5433,6,10,30.36,0.3522796846468311,1.1352224837487217,3.2530815954534096,0
5434,0,12,19.88,-0.7859687761791295,1.7106040866646526,1.6243216339764956,0
5435,15,4,13.89,2.059652375885772,-0.590922324999072,0.6933796330941759,1
5436,1,8,13.67,-0.5962606993748027,0.5598408808327904,0.6591881071853094,0
5437,4,8,7.41,-0.0271364689618224,0.5598408808327904,-0.3137162209488013,2
5438,1,7,7.42,-0.5962606993748027,0.2721500793748247,-0.3121620606802165,2
5439,3,12,22.58,-0.2168445457661492,1.7106040866646526,2.043944906494403,0
5440,0,6,7.23,-0.7859687761791295,-0.0155407220831408,-0.3416911057833284,2
5441,4,6,9.37,-0.0271364689618224,-0.0155407220831408,-0.0091008083061725,2
5442,0,7,8.53,-0.7859687761791295,0.2721500793748247,-0.1396502708672992,2
5443,11,4,6.31,1.300820068668465,-0.590922324999072,-0.4846738504931339,1
5444,6,11,20.68,0.3522796846468311,1.422913285206687,1.7486544554632832,0
5445,7,4,7.12,0.5419877614511579,-0.590922324999072,-0.3587868687377617,2
5446,0,4,3.52,-0.7859687761791295,-0.590922324999072,-0.9182845654283048,2
5447,0,8,15.83,-0.7859687761791295,0.5598408808327904,0.9948867251996352,0
5448,3,6,5.19,-0.2168445457661492,-0.0155407220831408,-0.6587398005746361,2
5449,5,8,25.28,0.1625716078425043,0.5598408808327904,2.4635681790123103,0
5450,0,13,18.79,-0.7859687761791295,1.9982948881226184,1.454918164700748,0
5451,1,7,7.05,-0.5962606993748027,0.2721500793748247,-0.3696659906178556,2
5452,15,3,3.48,2.059652375885772,-0.8786131264570376,-0.924501206502644,1
5453,11,4,5.4,1.300820068668465,-0.590922324999072,-0.6261024349343545,1
5454,10,8,14.34,1.1111119918641383,0.5598408808327904,0.7633168451804937,0
5455,0,10,15.11,-0.7859687761791295,1.1352224837487217,0.8829871858615265,0
5456,6,5,9.56,0.3522796846468311,-0.3032315235411064,0.0204282367969396,2
5457,2,8,10.97,-0.406552622570476,0.5598408808327904,0.2395648346674023,0
5458,4,11,11.43,-0.0271364689618224,1.422913285206687,0.3110562070223048,0
5459,6,9,15.25,0.3522796846468311,0.8475316822907559,0.9047454296217144,0
5460,19,3,4.0,2.818484683103079,-0.8786131264570376,-0.8436848725362323,1
5461,2,14,19.21,-0.406552622570476,2.285985689580584,1.5201928959813116,0
5462,0,11,15.4,-0.7859687761791295,1.422913285206687,0.928057833650487,0
5463,0,9,16.4,-0.7859687761791295,0.8475316822907559,1.0834738605089709,0
5464,0,13,21.94,-0.7859687761791295,1.9982948881226184,1.9444786493049733,0
5465,1,8,11.59,-0.5962606993748027,0.5598408808327904,0.3359227713196623,0
5466,19,3,8.57,2.818484683103079,-0.8786131264570376,-0.1334336297929597,1
5467,6,13,12.79,0.3522796846468311,1.9982948881226184,0.5224220035498433,0
5468,3,8,10.4,-0.2168445457661492,0.5598408808327904,0.1509776993580663,0
5469,3,6,12.8,-0.2168445457661492,-0.0155407220831408,0.5239761638184283,2
5470,2,11,22.58,-0.406552622570476,1.422913285206687,2.043944906494403,0
5471,3,16,37.29,-0.2168445457661492,2.8613672924965146,4.330114661582705,0
5472,11,9,8.54,1.300820068668465,0.8475316822907559,-0.1380961105987144,1
5473,0,5,7.18,-0.7859687761791295,-0.3032315235411064,-0.3494619071262527,2
5474,0,6,4.82,-0.7859687761791295,-0.0155407220831408,-0.7162437305122752,2
5475,6,5,6.92,0.3522796846468311,-0.3032315235411064,-0.3898700741094585,2
5476,2,10,17.23,-0.406552622570476,1.1352224837487217,1.212469162801513,0
5477,2,5,5.04,-0.406552622570476,-0.3032315235411064,-0.6820522046034088,2
5478,3,8,9.49,-0.2168445457661492,0.5598408808327904,0.0095491149168457,0
5479,15,2,2.36,2.059652375885772,-1.1663039279150031,-1.0985671565841464,1
5480,10,6,10.63,1.1111119918641383,-0.0155407220831408,0.1867233855355177,1
