userid,R,F,M,R_SC,F_SC,M_SC,cluster
359,2,1,0.58,-0.406552622570476,-1.4539947293729687,-1.375207684392248,2
360,9,2,6.62,0.9214039150598116,-1.1663039279150031,-0.4364948821670038,1
361,12,2,0.73,1.490528145472792,-1.1663039279150031,-1.3518952803634754,1
362,1,5,9.21,-0.5962606993748027,-0.3032315235411064,-0.0339673726035297,2
363,0,4,6.87,-0.7859687761791295,-0.590922324999072,-0.3976408754523827,2
364,1,2,1.57,-0.5962606993748027,-1.1663039279150031,-1.2213458178023486,2
365,8,6,15.03,0.7316958382554847,-0.0155407220831408,0.8705539037128477,0
366,3,2,1.61,-0.2168445457661492,-1.1663039279150031,-1.2151291767280092,2
367,1,6,8.22,-0.5962606993748027,-0.0155407220831408,-0.1878292391934291,2
368,7,4,7.2,0.5419877614511579,-0.590922324999072,-0.346353586589083,2
369,2,5,9.71,-0.406552622570476,-0.3032315235411064,0.0437406408257123,2
371,1,1,1.28,-0.5962606993748027,-1.4539947293729687,-1.2664164655913093,2
372,2,8,6.97,-0.406552622570476,0.5598408808327904,-0.3820992727665344,2
373,1,4,4.62,-0.5962606993748027,-0.590922324999072,-0.747326935883972,2
374,0,7,11.41,-0.7859687761791295,0.2721500793748247,0.3079478864851352,0
375,0,3,2.15,-0.7859687761791295,-0.8786131264570376,-1.1312045222244278,2
376,28,2,1.07,4.525857374342021,-1.1663039279150031,-1.299053831231591,1
377,3,9,10.84,-0.2168445457661492,0.8475316822907559,0.2193607511757992,0
378,7,3,3.13,0.5419877614511579,-0.8786131264570376,-0.9788968159031136,2
379,3,3,2.4,-0.2168445457661492,-0.8786131264570376,-1.0923505155098068,2
380,0,4,4.7,-0.7859687761791295,-0.590922324999072,-0.7348936537352934,2
381,7,1,3.04,0.5419877614511579,-1.4539947293729687,-0.9928842583203772,2
382,6,2,7.4,0.3522796846468311,-1.1663039279150031,-0.3152703812173861,2
383,12,5,12.62,1.490528145472792,-0.3032315235411064,0.4960012789839009,1
384,0,3,3.01,-0.7859687761791295,-0.8786131264570376,-0.9975467391261316,2
385,1,5,5.2,-0.5962606993748027,-0.3032315235411064,-0.6571856403060513,2
386,10,1,1.04,1.1111119918641383,-1.4539947293729687,-1.3037163120373454,1
387,5,3,8.04,0.1625716078425043,-0.8786131264570376,-0.2158041240279564,2
388,3,12,18.92,-0.2168445457661492,1.7106040866646526,1.4751222481923514,0
390,9,1,0.73,0.9214039150598116,-1.4539947293729687,-1.3518952803634754,1
391,7,2,2.16,0.5419877614511579,-1.1663039279150031,-1.1296503619558431,2
392,4,2,0.93,-0.0271364689618224,-1.1663039279150031,-1.3208120749917789,2
393,1,4,5.55,-0.5962606993748027,-0.590922324999072,-0.6027900309055819,2
394,3,3,4.07,-0.2168445457661492,-0.8786131264570376,-0.8328057506561384,2
395,0,6,10.28,-0.7859687761791295,-0.0155407220831408,0.132327776135048,2
396,7,4,8.37,0.5419877614511579,-0.590922324999072,-0.1645168351646566,2
397,9,2,4.43,0.9214039150598116,-1.1663039279150031,-0.7768559809870841,1
398,3,7,12.59,-0.2168445457661492,0.2721500793748247,0.4913387981781464,0
399,6,3,12.62,0.3522796846468311,-0.8786131264570376,0.4960012789839009,2
400,5,6,18.1,0.1625716078425043,-0.0155407220831408,1.3476811061683944,0
402,15,6,4.96,2.059652375885772,-0.0155407220831408,-0.6944854867520875,1
404,2,2,3.04,-0.406552622570476,-1.1663039279150031,-0.9928842583203772,2
405,6,2,3.74,0.3522796846468311,-1.1663039279150031,-0.8840930395194381,2
406,0,7,11.37,-0.7859687761791295,0.2721500793748247,0.3017312454107957,0
407,23,3,1.9,3.5773169903203863,-0.8786131264570376,-1.1700585289390488,1
408,0,10,10.12,-0.7859687761791295,1.1352224837487217,0.1074612118376905,0
409,7,1,0.35,0.5419877614511579,-1.4539947293729687,-1.4109533705696995,2
410,8,2,2.38,0.7316958382554847,-1.1663039279150031,-1.0954588360469766,2
411,0,7,12.25,-0.7859687761791295,0.2721500793748247,0.4384973490462619,0
412,2,5,6.2,-0.406552622570476,-0.3032315235411064,-0.5017696134475671,2
413,4,5,7.61,-0.0271364689618224,-0.3032315235411064,-0.2826330155771044,2
414,1,5,9.13,-0.5962606993748027,-0.3032315235411064,-0.0464006547522084,2
415,14,2,1.97,1.8699442990814452,-1.1663039279150031,-1.1591794070589552,1
416,13,3,3.39,1.6802362222771188,-0.8786131264570376,-0.9384886489199076,1
417,1,7,8.17,-0.5962606993748027,0.2721500793748247,-0.1956000405363534,2
418,7,1,2.83,0.5419877614511579,-1.4539947293729687,-1.0255216239606586,2
419,0,2,2.05,-0.7859687761791295,-1.1663039279150031,-1.1467461249102764,2
420,0,5,7.33,-0.7859687761791295,-0.3032315235411064,-0.3261495030974801,2
421,3,2,4.77,-0.2168445457661492,-1.1663039279150031,-0.7240145318551996,2
422,0,1,0.86,-0.7859687761791295,-1.4539947293729687,-1.3316911968718723,2
423,2,2,2.14,-0.406552622570476,-1.1663039279150031,-1.1327586824930127,2
424,0,5,9.43,-0.7859687761791295,-0.3032315235411064,0.0002241533053365,2
425,0,7,15.47,-0.7859687761791295,0.2721500793748247,0.938936955530581,0
426,1,8,6.79,-0.5962606993748027,0.5598408808327904,-0.4100741576010615,2
427,2,4,10.51,-0.406552622570476,-0.590922324999072,0.1680734623124994,2
428,4,1,0.45,-0.0271364689618224,-1.4539947293729687,-1.3954117678838511,2
429,9,3,2.41,0.9214039150598116,-0.8786131264570376,-1.090796355241222,1
430,4,3,3.79,-0.0271364689618224,-0.8786131264570376,-0.8763222381765139,2
431,0,5,7.31,-0.7859687761791295,-0.3032315235411064,-0.3292578236346498,2
432,0,4,10.12,-0.7859687761791295,-0.590922324999072,0.1074612118376905,2
433,0,3,6.74,-0.7859687761791295,-0.8786131264570376,-0.4178449589439857,2
434,1,6,14.37,-0.5962606993748027,-0.0155407220831408,0.7679793259862482,0
436,1,4,5.82,-0.5962606993748027,-0.590922324999072,-0.5608277036537911,2
437,10,2,2.24,1.1111119918641383,-1.1663039279150031,-1.1172170798071643,1
438,0,2,2.3,-0.7859687761791295,-1.1663039279150031,-1.1078921181956554,2
439,7,7,9.52,0.5419877614511579,0.2721500793748247,0.0142115957226001,2
440,27,2,1.13,4.336149297537694,-1.1663039279150031,-1.289728869620082,1
441,0,3,5.23,-0.7859687761791295,-0.8786131264570376,-0.6525231595002967,2
442,2,5,4.51,-0.406552622570476,-0.3032315235411064,-0.7644226988384054,2
443,5,11,25.76,0.1625716078425043,1.422913285206687,2.538167871904383,0
444,2,13,20.08,-0.406552622570476,1.9982948881226184,1.6554048393481924,0
445,9,1,5.52,0.9214039150598116,-1.4539947293729687,-0.6074525117113364,1
446,0,7,20.93,-0.7859687761791295,0.2721500793748247,1.7875084621779045,0
448,0,3,3.3,-0.7859687761791295,-0.8786131264570376,-0.9524760913371711,2
450,1,4,4.81,-0.5962606993748027,-0.590922324999072,-0.7177978907808602,2
451,1,2,3.1,-0.5962606993748027,-1.1663039279150031,-0.983559296708868,2
452,1,3,8.76,-0.5962606993748027,-0.8786131264570376,-0.1039045846898477,2
453,9,4,5.89,0.9214039150598116,-0.590922324999072,-0.5499485817736973,2
454,5,7,12.39,0.1625716078425043,0.2721500793748247,0.4602555928064498,0
455,5,2,3.39,0.1625716078425043,-1.1663039279150031,-0.9384886489199076,2
456,11,2,3.93,1.300820068668465,-1.1663039279150031,-0.8545639944163262,1
457,2,8,19.94,-0.406552622570476,0.5598408808327904,1.633646595588005,0
458,2,16,19.8,-0.406552622570476,2.8613672924965146,1.611888351827817,0
459,2,11,17.8,-0.406552622570476,1.422913285206687,1.301056298110849,0
460,4,4,5.68,-0.0271364689618224,-0.590922324999072,-0.582585947413979,2
462,0,2,1.93,-0.7859687761791295,-1.1663039279150031,-1.1653960481332946,2
463,5,5,5.94,0.1625716078425043,-0.3032315235411064,-0.542177780430773,2
466,2,5,5.84,-0.406552622570476,-0.3032315235411064,-0.5577193831166215,2
467,2,5,5.45,-0.406552622570476,-0.3032315235411064,-0.6183316335914303,2
468,5,2,2.98,0.1625716078425043,-1.1663039279150031,-1.002209219931886,2
469,8,5,11.2,0.7316958382554847,-0.3032315235411064,0.2753105208448534,2
470,0,8,20.89,-0.7859687761791295,0.5598408808327904,1.7812918211035649,0
471,1,6,8.64,-0.5962606993748027,-0.0155407220831408,-0.1225545079128657,2
472,2,5,11.86,-0.406552622570476,-0.3032315235411064,0.377885098571453,2
473,4,8,10.92,-0.0271364689618224,0.5598408808327904,0.2317940333244779,0
474,4,2,5.33,-0.0271364689618224,-1.1663039279150031,-0.6369815568144483,2
475,1,4,7.97,-0.5962606993748027,-0.590922324999072,-0.2266832459080502,2
476,2,5,8.56,-0.406552622570476,-0.3032315235411064,-0.1349877900615445,2
477,4,1,0.96,-0.0271364689618224,-1.4539947293729687,-1.316149594186024,2
478,0,2,1.35,-0.7859687761791295,-1.1663039279150031,-1.2555373437112154,2
479,1,2,1.25,-0.5962606993748027,-1.1663039279150031,-1.2710789463970638,2
481,6,4,5.67,0.3522796846468311,-0.590922324999072,-0.5841401076825637,2
482,1,8,10.81,-0.5962606993748027,0.5598408808327904,0.2146982703700448,0
484,8,3,5.3,0.7316958382554847,-0.8786131264570376,-0.641644037620203,2
485,1,3,2.88,-0.5962606993748027,-0.8786131264570376,-1.0177508226177343,2
486,5,5,10.06,0.1625716078425043,-0.3032315235411064,0.0981362502261817,2
487,6,1,0.61,0.3522796846468311,-1.4539947293729687,-1.3705452035864936,2
489,3,3,9.93,-0.2168445457661492,-0.8786131264570376,0.0779321667345786,2
490,0,9,8.03,-0.7859687761791295,0.8475316822907559,-0.2173582842965412,0
492,0,4,4.87,-0.7859687761791295,-0.590922324999072,-0.708472929169351,2
493,2,3,5.82,-0.406552622570476,-0.8786131264570376,-0.5608277036537911,2
494,2,7,10.79,-0.406552622570476,0.2721500793748247,0.2115899498328749,2
495,19,6,10.18,2.818484683103079,-0.0155407220831408,0.1167861734491996,1
496,2,5,9.52,-0.406552622570476,-0.3032315235411064,0.0142115957226001,2
497,4,2,1.03,-0.0271364689618224,-1.1663039279150031,-1.3052704723059303,2
498,7,1,1.58,0.5419877614511579,-1.4539947293729687,-1.219791657533764,2
499,1,10,19.85,-0.5962606993748027,1.1352224837487217,1.6196591531707416,0
500,3,3,4.22,-0.2168445457661492,-0.8786131264570376,-0.8094933466273658,2
501,0,9,11.29,-0.7859687761791295,0.8475316822907559,0.289297963262117,0
502,1,4,4.91,-0.5962606993748027,-0.590922324999072,-0.7022562880950117,2
503,1,3,3.34,-0.5962606993748027,-0.8786131264570376,-0.946259450262832,2
504,1,6,7.99,-0.5962606993748027,-0.0155407220831408,-0.2235749253708805,2
505,0,3,3.65,-0.7859687761791295,-0.8786131264570376,-0.8980804819367016,2
506,3,4,5.4,-0.2168445457661492,-0.590922324999072,-0.6261024349343545,2
507,5,5,6.8,0.1625716078425043,-0.3032315235411064,-0.4085199973324767,2
508,8,4,6.92,0.7316958382554847,-0.590922324999072,-0.3898700741094585,2
509,1,2,1.41,-0.5962606993748027,-1.1663039279150031,-1.2462123820997062,2
510,0,2,2.12,-0.7859687761791295,-1.1663039279150031,-1.1358670030301825,2
512,11,4,5.18,1.300820068668465,-0.590922324999072,-0.660293960843221,1
513,2,9,14.39,-0.406552622570476,0.8475316822907559,0.7710876465234181,0
514,6,2,1.2,0.3522796846468311,-1.1663039279150031,-1.278849747739988,2
515,0,16,17.31,-0.7859687761791295,2.8613672924965146,1.2249024449501915,0
516,3,6,7.59,-0.2168445457661492,-0.0155407220831408,-0.2857413361142742,2
517,6,7,8.76,0.3522796846468311,0.2721500793748247,-0.1039045846898477,2
518,9,2,3.9,0.9214039150598116,-1.1663039279150031,-0.8592264752220806,1
519,7,1,1.84,0.5419877614511579,-1.4539947293729687,-1.179383490550558,2
520,3,6,7.7,-0.2168445457661492,-0.0155407220831408,-0.2686455731598409,2
521,5,3,2.51,0.1625716078425043,-0.8786131264570376,-1.0752547525553735,2
522,0,6,7.13,-0.7859687761791295,-0.0155407220831408,-0.3572327084691769,2
523,25,2,7.78,3.95673314392904,-1.1663039279150031,-0.2562122910111621,1
524,4,5,6.8,-0.0271364689618224,-0.3032315235411064,-0.4085199973324767,2
525,1,7,7.79,-0.5962606993748027,0.2721500793748247,-0.2546581307425773,2
526,6,2,2.1,0.3522796846468311,-1.1663039279150031,-1.138975323567352,2
527,2,4,5.35,-0.406552622570476,-0.590922324999072,-0.6338732362772788,2
528,3,4,5.74,-0.2168445457661492,-0.590922324999072,-0.5732609858024699,2
529,2,7,10.25,-0.406552622570476,0.2721500793748247,0.1276652953292936,2
530,8,3,15.65,0.7316958382554847,-0.8786131264570376,0.966911840365108,2
531,0,7,8.2,-0.7859687761791295,0.2721500793748247,-0.1909375597305989,2
532,1,9,13.15,-0.5962606993748027,0.8475316822907559,0.5783717732188977,0
533,0,3,6.17,-0.7859687761791295,-0.8786131264570376,-0.5064320942533217,2
535,27,5,7.88,4.336149297537694,-0.3032315235411064,-0.2406706883253138,1
537,2,5,11.03,-0.406552622570476,-0.3032315235411064,0.2488897962789111,2
539,3,3,2.95,-0.2168445457661492,-0.8786131264570376,-1.0068717007376409,2
540,14,1,3.58,1.8699442990814452,-1.4539947293729687,-0.9089596038167956,1
541,4,2,2.07,-0.0271364689618224,-1.1663039279150031,-1.1436378043731066,2
542,1,7,10.83,-0.5962606993748027,0.2721500793748247,0.2178065909072144,2
543,1,3,5.38,-0.5962606993748027,-0.8786131264570376,-0.6292107554715242,2
544,2,8,6.98,-0.406552622570476,0.5598408808327904,-0.3805451124979495,2
545,10,1,0.24,1.1111119918641383,-1.4539947293729687,-1.4280491335241323,1
546,3,11,15.87,-0.2168445457661492,1.422913285206687,1.0011033662739743,0
547,3,9,11.79,-0.2168445457661492,0.8475316822907559,0.3670059766913591,0
548,0,7,11.72,-0.7859687761791295,0.2721500793748247,0.3561268548112654,0
549,4,4,9.04,-0.0271364689618224,-0.590922324999072,-0.0603880971694723,2
550,0,5,11.08,-0.7859687761791295,-0.3032315235411064,0.2566605976218354,2
551,1,10,8.38,-0.5962606993748027,1.1352224837487217,-0.1629626748960716,0
552,7,6,9.86,0.5419877614511579,-0.0155407220831408,0.0670530448544847,2
553,7,2,1.76,0.5419877614511579,-1.1663039279150031,-1.1918167726992368,2
554,2,6,7.24,-0.406552622570476,-0.0155407220831408,-0.3401369455147436,2
555,1,7,10.99,-0.5962606993748027,0.2721500793748247,0.2426731552045719,2
556,0,6,5.89,-0.7859687761791295,-0.0155407220831408,-0.5499485817736973,2
557,2,5,12.18,-0.406552622570476,-0.3032315235411064,0.427618227166168,2
558,23,3,1.89,3.5773169903203863,-0.8786131264570376,-1.171612689207634,1
559,5,11,22.21,0.1625716078425043,1.422913285206687,1.986440976556764,0
560,1,3,8.91,-0.5962606993748027,-0.8786131264570376,-0.0805921806610751,2
561,4,4,3.68,-0.0271364689618224,-0.590922324999072,-0.8934180011309473,2
562,12,7,8.37,1.490528145472792,0.2721500793748247,-0.1645168351646566,1
563,2,5,10.29,-0.406552622570476,-0.3032315235411064,0.1338819364036328,2
564,0,10,17.21,-0.7859687761791295,1.1352224837487217,1.2093608422643434,0
565,1,9,15.75,-0.5962606993748027,0.8475316822907559,0.9824534430509564,0
566,0,12,25.47,-0.7859687761791295,1.7106040866646526,2.493097224115422,0
567,9,6,9.28,0.9214039150598116,-0.0155407220831408,-0.023088250723436,2
568,4,10,17.61,-0.0271364689618224,1.1352224837487217,1.2715272530077368,0
569,7,4,12.91,0.5419877614511579,-0.590922324999072,0.5410719267728614,2
570,2,2,4.15,-0.406552622570476,-1.1663039279150031,-0.8203724685074596,2
571,6,6,6.49,0.3522796846468311,-0.0155407220831408,-0.4566989656586067,2
572,0,8,9.25,-0.7859687761791295,0.5598408808327904,-0.0277507315291905,2
573,0,12,17.78,-0.7859687761791295,1.7106040866646526,1.2979479775736793,0
574,0,10,15.27,-0.7859687761791295,1.1352224837487217,0.907853750158884,0
575,0,4,3.51,-0.7859687761791295,-0.590922324999072,-0.9198387256968896,2
576,0,17,35.66,-0.7859687761791295,3.1490580939544803,4.076786537803375,0
577,0,9,11.3,-0.7859687761791295,0.8475316822907559,0.290852123530702,0
578,10,7,6.84,1.1111119918641383,0.2721500793748247,-0.4023033562581373,1
579,0,17,23.19,-0.7859687761791295,3.1490580939544803,2.1387486828780786,0
580,2,16,20.9,-0.406552622570476,2.8613672924965146,1.7828459813721496,0
581,1,12,13.11,-0.5962606993748027,1.7106040866646526,0.5721551321445582,0
582,2,7,13.96,-0.406552622570476,0.2721500793748247,0.7042587549742699,0
583,9,5,9.76,0.9214039150598116,-0.3032315235411064,0.0515114421686363,2
584,3,14,19.34,-0.2168445457661492,2.285985689580584,1.5403969794729144,0
585,1,5,9.49,-0.5962606993748027,-0.3032315235411064,0.0095491149168457,2
586,9,4,4.75,0.9214039150598116,-0.590922324999072,-0.7271228523923692,1
588,1,4,6.24,-0.5962606993748027,-0.590922324999072,-0.4955529723732277,2
589,0,14,30.8,-0.7859687761791295,2.285985689580584,3.3214646472711427,0
590,5,7,16.66,0.1625716078425043,0.2721500793748247,1.123882027492177,0
591,0,6,6.78,-0.7859687761791295,-0.0155407220831408,-0.4116283178696463,2
592,7,3,1.81,0.5419877614511579,-0.8786131264570376,-1.1840459713563125,2
593,0,7,9.59,-0.7859687761791295,0.2721500793748247,0.025090717602694,2
594,6,3,2.94,0.3522796846468311,-0.8786131264570376,-1.0084258610062256,2
595,28,3,13.29,4.525857374342021,-0.8786131264570376,0.6001300169790853,1
596,10,8,15.27,1.1111119918641383,0.5598408808327904,0.907853750158884,0
597,3,9,12.1,-0.2168445457661492,0.8475316822907559,0.4151849450174892,0
598,1,14,20.98,-0.5962606993748027,2.285985689580584,1.7952792635208286,0
599,2,5,9.37,-0.406552622570476,-0.3032315235411064,-0.0091008083061725,2
600,3,2,6.71,-0.2168445457661492,-1.1663039279150031,-0.4225074397497402,2
601,2,6,7.52,-0.406552622570476,-0.0155407220831408,-0.2966204579943681,2
602,1,5,6.2,-0.5962606993748027,-0.3032315235411064,-0.5017696134475671,2
603,9,6,7.24,0.9214039150598116,-0.0155407220831408,-0.3401369455147436,2
604,1,3,4.27,-0.5962606993748027,-0.8786131264570376,-0.8017225452844416,2
606,4,1,3.76,-0.0271364689618224,-1.4539947293729687,-0.8809847189822685,2
607,9,3,5.76,0.9214039150598116,-0.8786131264570376,-0.5701526652653002,1
608,16,2,1.69,2.249360452690099,-1.1663039279150031,-1.202695894579331,1
609,7,5,6.16,0.5419877614511579,-0.3032315235411064,-0.5079862545219065,2
610,6,7,10.04,0.3522796846468311,0.2721500793748247,0.0950279296890118,2
611,0,6,14.42,-0.7859687761791295,-0.0155407220831408,0.7757501273291725,0
612,8,5,9.94,0.7316958382554847,-0.3032315235411064,0.0794863270031634,2
614,3,7,6.49,-0.2168445457661492,0.2721500793748247,-0.4566989656586067,2
615,1,8,9.66,-0.5962606993748027,0.5598408808327904,0.035969839482788,0
616,4,15,14.9,-0.0271364689618224,2.573676491038549,0.850349820221245,0
617,1,6,4.47,-0.5962606993748027,-0.0155407220831408,-0.7706393399127448,2
618,11,8,19.77,1.300820068668465,0.5598408808327904,1.6072258710220626,0
619,1,1,5.87,-0.5962606993748027,-1.4539947293729687,-0.5530569023108669,2
620,1,7,8.42,-0.5962606993748027,0.2721500793748247,-0.1567460338217323,2
621,0,7,14.54,-0.7859687761791295,0.2721500793748247,0.7944000505521904,0
622,2,7,9.05,-0.406552622570476,0.2721500793748247,-0.0588339369008872,2
623,4,3,3.7,-0.0271364689618224,-0.8786131264570376,-0.8903096805937775,2
624,13,8,9.18,1.6802362222771188,0.5598408808327904,-0.0386298534092844,1
625,0,7,12.69,-0.7859687761791295,0.2721500793748247,0.5068804008639949,0
626,4,4,3.53,-0.0271364689618224,-0.590922324999072,-0.91673040515972,2
627,1,6,4.73,-0.5962606993748027,-0.0155407220831408,-0.7302311729295388,2
628,6,1,2.48,0.3522796846468311,-1.4539947293729687,-1.079917233361128,2
629,3,6,8.43,-0.2168445457661492,-0.0155407220831408,-0.1551918735531475,2
630,0,7,4.86,-0.7859687761791295,0.2721500793748247,-0.7100270894379359,2
632,3,10,17.93,-0.2168445457661492,1.1352224837487217,1.3212603816024515,0
633,14,6,6.93,1.8699442990814452,-0.0155407220831408,-0.3883159138408737,1
634,7,8,8.4,0.5419877614511579,0.5598408808327904,-0.159854354358902,2
635,2,6,6.13,-0.406552622570476,-0.0155407220831408,-0.5126487353276611,2
636,18,5,5.02,2.6287766062987528,-0.3032315235411064,-0.6851605251405785,1
637,4,12,18.84,-0.0271364689618224,1.7106040866646526,1.4626889660436724,0
638,13,5,12.4,1.6802362222771188,-0.3032315235411064,0.4618097530750346,1
639,4,7,11.73,-0.0271364689618224,0.2721500793748247,0.3576810150798502,0
640,7,6,6.71,0.5419877614511579,-0.0155407220831408,-0.4225074397497402,2
641,6,2,1.87,0.3522796846468311,-1.1663039279150031,-1.1747210097448035,2
642,8,6,4.52,0.7316958382554847,-0.0155407220831408,-0.7628685385698206,2
643,0,18,27.3,-0.7859687761791295,3.436748895412446,2.7775085532664483,0
644,4,4,4.48,-0.0271364689618224,-0.590922324999072,-0.7690851796441598,2
645,2,8,14.35,-0.406552622570476,0.5598408808327904,0.7648710054490786,0
646,20,3,11.08,3.008192759907406,-0.8786131264570376,0.2566605976218354,1
647,7,8,14.34,0.5419877614511579,0.5598408808327904,0.7633168451804937,0
