userid,recency(day),frequency(次),total_distance(km),total_duration(min),avg_duration(min),avg_speed(km/h)
7569,0,12,17.95,138.0,11.5,7.94
7570,0,14,17.26,191.0,13.64,6.62
7572,2,3,2.64,19.0,6.33,8.37
7573,23,5,7.38,52.0,10.4,8.69
7574,9,4,4.12,37.0,9.25,6.3
7575,1,8,10.13,99.0,12.38,5.87
7576,3,4,15.14,131.0,32.75,6.44
7577,0,8,7.96,71.0,8.88,7.01
7578,0,13,17.4,160.0,12.31,6.99
7579,4,4,4.9,78.0,19.5,5.57
7580,1,15,15.64,297.0,19.8,4.78
7581,1,7,7.35,70.0,10.0,6.22
7582,1,6,11.29,116.0,19.33,5.95
7584,0,10,17.37,258.0,25.8,5.57
7585,3,7,12.74,184.0,26.29,4.93
7586,0,17,33.95,347.0,20.41,6.16
7587,0,6,7.99,88.0,14.67,6.18
7588,1,8,10.5,106.0,13.25,5.64
7589,0,9,11.58,197.0,21.89,5.74
7590,5,3,4.7,57.0,19.0,5.97
7591,0,5,10.97,119.0,23.8,6.45
7592,19,3,7.11,66.0,22.0,6.15
7593,3,10,15.44,153.0,15.3,7.52
7594,0,1,0.94,8.0,8.0,7.06
7595,13,10,15.04,128.0,12.8,7.1
7596,12,7,7.63,90.0,12.86,5.3
7597,0,7,10.31,105.0,15.0,6.21
7598,0,9,14.0,98.0,10.89,8.03
7599,23,3,4.59,34.0,11.33,8.26
7600,15,3,4.93,60.0,20.0,5.88
7601,3,4,6.13,59.0,14.75,6.12
7602,0,9,11.11,98.0,10.89,7.38
7603,0,7,12.6,208.0,29.71,6.48
7604,15,4,4.83,53.0,13.25,5.92
7605,5,5,5.62,46.0,9.2,7.54
7606,0,9,15.7,122.0,13.56,8.99
7607,0,10,16.64,179.0,17.9,5.98
7608,0,7,9.79,128.0,18.29,5.47
7609,18,4,5.98,53.0,13.25,7.1
7610,1,5,5.05,54.0,10.8,6.5
7611,0,7,11.82,83.0,11.86,8.07
7612,2,8,10.75,114.0,14.25,6.04
7613,1,10,21.38,185.0,18.5,7.02
7614,5,5,5.58,72.0,14.4,5.22
7615,0,11,22.7,176.0,16.0,7.84
7616,0,9,11.81,96.0,10.67,7.6
7617,0,10,16.3,255.0,25.5,6.66
7618,2,6,15.76,158.0,26.33,6.68
7619,14,6,13.33,91.0,15.17,9.08
7620,9,9,7.82,99.0,11.0,6.24
7621,0,12,16.48,120.0,10.0,8.23
7622,1,9,7.25,188.0,20.89,4.16
7623,3,9,23.36,168.0,18.67,7.56
7624,12,7,16.36,139.0,19.86,6.72
7625,2,8,9.52,145.0,18.12,6.6
7626,0,8,11.02,114.0,14.25,6.68
7627,8,5,7.33,113.0,22.6,5.22
7628,4,5,3.86,58.0,11.6,5.46
7629,4,7,12.76,141.0,20.14,6.86
7630,20,5,5.69,74.0,14.8,7.33
7631,0,9,14.84,135.0,15.0,7.6
7632,0,8,10.01,157.0,19.62,5.31
7633,1,5,6.72,68.0,13.6,6.63
7634,0,12,22.5,336.0,28.0,5.38
7635,1,12,15.63,173.0,14.42,5.9
7636,5,10,18.64,165.0,16.5,6.38
7637,14,3,1.37,15.0,5.0,5.73
7638,5,13,31.86,331.0,25.46,7.33
7639,9,13,24.52,236.0,18.15,6.27
7640,29,2,1.59,13.0,6.5,7.43
7641,1,10,15.58,152.0,15.2,7.37
7642,0,8,15.11,161.0,20.12,6.53
7643,1,5,7.86,102.0,20.4,5.45
7644,2,4,3.45,43.0,10.75,6.1
7645,3,8,20.09,140.0,17.5,8.78
7646,14,5,5.61,88.0,17.6,6.86
7647,0,7,8.15,80.0,11.43,6.61
7648,2,7,9.91,99.0,14.14,6.66
7649,1,3,2.28,56.0,18.67,2.95
7650,0,9,16.7,176.0,19.56,5.99
7651,3,7,8.59,70.0,10.0,7.44
7652,2,8,16.71,137.0,17.12,7.5
7653,1,2,3.16,143.0,71.5,3.86
7654,0,6,6.7,130.0,21.67,5.48
7655,0,10,18.45,203.0,20.3,7.16
7656,0,13,20.86,233.0,17.92,6.16
7657,2,9,14.16,141.0,15.67,5.91
7658,29,1,0.31,8.0,8.0,2.29
7660,2,7,12.44,149.0,21.29,6.85
7661,14,7,10.87,148.0,21.14,5.51
7662,5,11,19.46,181.0,16.45,7.92
7663,0,6,9.26,115.0,19.17,5.48
7664,3,10,18.06,218.0,21.8,6.64
7665,1,8,8.26,122.0,15.25,5.53
7666,0,11,15.46,164.0,14.91,6.05
7667,1,10,16.8,172.0,17.2,5.8
7668,2,16,21.09,237.0,14.81,5.9
7669,3,10,12.83,183.0,18.3,5.67
7670,9,5,7.44,73.0,14.6,6.72
7671,0,7,10.03,147.0,21.0,5.5
7672,1,11,21.32,185.0,16.82,6.7
7673,0,8,11.75,106.0,13.25,7.76
7674,3,10,14.1,211.0,21.1,5.25
7675,0,13,21.04,174.0,13.38,7.72
7676,14,12,15.02,191.0,15.92,5.72
7677,1,4,5.13,42.0,10.5,7.21
7678,19,5,6.92,78.0,15.6,5.22
7679,0,6,7.35,74.0,12.33,6.7
7680,7,5,4.78,51.0,10.2,6.59
7681,6,4,18.08,144.0,36.0,6.34
7682,1,3,1.76,58.0,19.33,3.43
7683,0,6,10.42,128.0,21.33,6.98
7684,11,8,15.66,134.0,16.75,7.41
7685,0,6,6.25,139.0,23.17,4.48
7686,0,11,18.9,172.0,15.64,6.44
7687,0,15,21.48,235.0,15.67,6.26
7688,5,15,31.56,241.0,16.07,7.5
7689,0,11,16.23,181.0,16.45,6.19
7690,0,9,12.57,126.0,14.0,6.7
7691,1,11,19.64,160.0,14.55,7.43
7692,0,4,3.55,30.0,7.5,7.46
7693,8,7,16.67,151.0,21.57,6.97
7694,4,7,6.43,103.0,14.71,4.82
7695,2,11,17.56,167.0,15.18,6.61
7696,2,9,9.76,116.0,12.89,5.58
7697,4,4,6.17,57.0,14.25,5.88
7698,2,7,6.37,49.0,7.0,9.3
7699,5,5,9.62,123.0,24.6,4.88
7700,0,8,7.35,97.0,12.12,5.56
7701,1,9,19.21,253.0,28.11,5.29
7702,1,5,4.11,52.0,10.4,4.61
7703,2,13,25.44,264.0,20.31,6.63
7704,12,4,3.98,39.0,9.75,7.78
7705,0,5,4.36,42.0,8.4,7.65
7706,16,7,7.51,67.0,9.57,6.63
7707,6,7,6.36,62.0,8.86,6.87
7708,0,8,10.84,111.0,13.88,6.77
7709,2,6,11.02,111.0,18.5,5.7
7710,2,9,16.59,157.0,17.44,6.52
7711,0,3,2.08,47.0,15.67,4.62
7712,12,7,7.64,68.0,9.71,7.45
7713,0,9,12.07,139.0,15.44,5.46
7714,9,8,7.66,79.0,9.88,6.27
7715,0,3,5.31,54.0,18.0,6.92
7716,6,8,7.83,109.0,13.62,6.61
7717,6,4,11.0,107.0,26.75,6.62
7718,2,16,32.6,277.0,17.31,6.9
7720,27,2,1.63,9.0,4.5,10.78
7721,0,13,21.24,175.0,13.46,7.17
7722,11,11,16.72,215.0,19.55,5.26
7723,3,7,7.95,65.0,9.29,8.44
7724,0,12,19.58,193.0,16.08,6.13
7725,2,6,6.86,68.0,11.33,6.63
7726,1,12,19.99,165.0,13.75,7.47
7727,0,12,20.54,148.0,12.33,8.41
7728,7,7,6.92,116.0,16.57,5.33
7729,7,12,16.1,173.0,14.42,6.31
7730,18,5,7.26,127.0,25.4,5.41
7731,0,12,21.08,249.0,20.75,5.97
7732,7,3,6.16,40.0,13.33,9.17
7733,0,7,6.99,61.0,8.71,7.1
7734,0,9,9.45,119.0,13.22,7.59
7735,17,4,9.15,138.0,34.5,4.55
7736,0,12,19.5,227.0,18.92,6.8
7737,2,18,26.42,328.0,18.22,5.24
7738,4,9,17.23,144.0,16.0,6.81
7740,0,9,15.32,120.0,13.33,7.69
7741,16,9,18.6,141.0,15.67,8.37
7742,0,4,3.3,30.0,7.5,7.22
7743,0,8,18.56,187.0,23.38,6.02
7744,1,11,17.17,184.0,16.73,6.03
7746,2,6,9.74,66.0,11.0,8.28
7747,0,13,14.16,141.0,10.85,6.81
7748,7,5,6.99,69.0,13.8,6.08
7749,4,9,14.82,193.0,21.44,6.89
7750,1,8,10.49,73.0,9.12,8.29
7751,1,9,15.46,144.0,16.0,6.59
7752,4,10,15.98,158.0,15.8,7.19
7753,2,7,7.23,78.0,11.14,6.12
7754,0,10,12.5,101.0,10.1,7.99
7755,12,5,9.24,86.0,17.2,7.54
7756,0,9,10.35,198.0,22.0,5.26
7757,8,8,11.97,138.0,17.25,6.14
7758,0,19,26.52,242.0,12.74,7.83
7759,11,2,10.07,62.0,31.0,7.42
7760,2,5,11.13,112.0,22.4,6.48
7761,0,7,9.8,74.0,10.57,7.82
7762,0,6,7.97,65.0,10.83,7.33
7763,0,3,3.7,37.0,12.33,6.17
7764,3,10,20.62,198.0,19.8,7.77
7765,3,15,23.22,237.0,15.8,6.66
7766,4,11,22.09,193.0,17.55,7.1
7767,3,4,7.31,67.0,16.75,6.24
7768,22,2,2.12,16.0,8.0,8.61
7769,7,3,4.89,31.0,10.33,9.66
7770,0,9,15.65,157.0,17.44,5.64
7771,2,7,8.04,81.0,11.57,6.27
7772,1,7,9.77,119.0,17.0,6.34
7773,1,14,27.73,216.0,15.43,7.55
7774,10,6,10.66,97.0,16.17,6.82
7775,2,9,11.32,251.0,27.89,3.51
7776,3,19,27.95,300.0,15.79,6.49
7777,5,7,9.6,136.0,19.43,5.58
7778,4,6,9.64,110.0,18.33,5.94
7779,5,6,8.87,80.0,13.33,7.12
7780,0,14,19.23,225.0,16.07,6.25
7781,18,4,8.35,120.0,30.0,5.32
7782,0,18,21.76,230.0,12.78,6.08
7783,7,10,21.49,157.0,15.7,7.89
7784,7,3,6.35,58.0,19.33,6.71
7785,15,3,7.1,42.0,14.0,10.46
7786,0,8,5.63,118.0,14.75,6.19
7787,3,5,5.93,122.0,24.4,4.41
7788,4,2,2.78,62.0,31.0,4.81
7789,2,9,13.58,185.0,20.56,5.66
7790,2,14,17.37,201.0,14.36,7.16
7791,8,12,24.48,414.0,34.5,6.8
7792,0,4,6.87,73.0,18.25,9.09
7793,1,9,8.52,157.0,17.44,4.83
7795,1,7,12.21,97.0,13.86,7.7
7796,12,8,9.42,102.0,12.75,6.88
7797,4,9,10.11,107.0,11.89,6.12
7798,0,6,6.85,73.0,12.17,6.6
7799,0,10,24.86,234.0,23.4,5.99
7800,1,11,16.22,175.0,15.91,6.53
7801,3,10,9.54,196.0,19.6,5.46
7802,1,2,2.09,20.0,10.0,6.72
7803,0,10,13.91,193.0,19.3,6.13
7804,1,6,4.03,63.0,10.5,4.53
7805,0,7,10.89,95.0,13.57,6.22
7806,6,4,6.49,74.0,18.5,5.95
7807,1,7,6.04,58.0,8.29,6.81
7808,12,7,12.44,118.0,16.86,7.08
7809,4,4,5.31,44.0,11.0,6.89
7810,1,5,4.74,88.0,17.6,6.08
7811,29,1,2.45,21.0,21.0,7.01
7812,2,7,8.05,121.0,17.29,4.18
7813,1,8,9.45,136.0,17.0,6.61
7814,2,9,8.78,69.0,7.67,7.65
7815,0,7,8.38,77.0,11.0,6.6
7816,0,10,18.69,178.0,17.8,6.87
7817,12,5,5.28,74.0,14.8,4.39
7818,2,2,1.02,11.0,5.5,5.8
7819,2,14,19.87,204.0,14.57,6.74
7820,7,7,8.05,74.0,10.57,6.57
7821,0,2,1.91,52.0,26.0,2.56
7822,0,17,26.53,295.0,17.35,6.72
7823,19,7,16.67,135.0,19.29,6.84
7824,5,6,9.09,122.0,20.33,5.48
7825,2,3,3.05,22.0,7.33,8.36
7826,7,10,13.36,140.0,14.0,6.11
7827,0,6,9.17,161.0,26.83,4.35
7828,12,5,6.24,67.0,13.4,6.23
7829,8,8,12.05,124.0,15.5,5.87
7830,6,8,12.09,132.0,16.5,6.57
7831,2,9,17.71,186.0,20.67,6.41
7832,22,2,2.0,44.0,22.0,2.64
7833,0,10,19.2,167.0,16.7,7.33
7834,4,8,7.23,70.0,8.75,6.98
7835,0,12,18.9,142.0,11.83,8.51
7836,0,12,19.02,282.0,23.5,5.44
7837,3,11,18.74,161.0,14.64,7.85
7838,25,3,2.89,135.0,45.0,4.0
7839,13,7,10.8,105.0,15.0,7.42
7840,5,6,7.63,69.0,11.5,7.14
7841,5,6,4.28,121.0,20.17,5.52
7842,1,6,6.16,89.0,14.83,6.04
7843,6,4,5.07,39.0,9.75,7.24
7844,8,11,14.21,155.0,14.09,6.43
7845,2,13,16.25,208.0,16.0,7.08
7846,1,9,14.56,117.0,13.0,7.0
7847,13,6,7.24,64.0,10.67,6.64
7848,4,7,15.95,156.0,22.29,6.64
7849,18,4,2.71,19.0,4.75,8.74
7850,1,8,10.5,95.0,11.88,6.45
7851,26,3,5.26,38.0,12.67,8.27
7852,8,7,8.54,103.0,14.71,5.44
7853,2,10,17.12,281.0,28.1,5.8
7854,0,9,10.31,123.0,13.67,5.81
7855,5,9,15.2,134.0,14.89,6.75
7856,5,4,4.58,62.0,15.5,5.2
7857,0,14,23.67,252.0,18.0,6.65
7858,6,9,11.55,100.0,11.11,7.28
7859,0,7,12.11,177.0,25.29,5.18
7860,3,13,23.07,195.0,15.0,7.72
7861,0,16,24.02,266.0,16.62,6.0
7862,4,7,17.6,154.0,22.0,7.6
7863,7,6,6.01,58.0,9.67,6.29
7864,0,7,5.6,150.0,21.43,5.85
7866,2,4,5.72,42.0,10.5,8.16
7867,0,8,18.07,161.0,20.12,6.68
7868,23,2,1.13,11.0,5.5,6.15
7869,5,6,5.52,54.0,9.0,6.53
7870,0,9,11.21,123.0,13.67,6.63
7871,0,5,8.51,80.0,16.0,6.49
7872,3,8,19.6,148.0,18.5,7.73
7873,7,2,4.33,31.0,15.5,8.56
7874,1,5,6.4,99.0,19.8,4.45
7875,5,6,8.9,77.0,12.83,6.69
7876,0,9,14.4,140.0,15.56,7.98
7877,3,10,9.44,119.0,11.9,5.82
7878,15,2,3.72,47.0,23.5,5.48
7879,1,8,13.73,156.0,19.5,5.9
7880,19,4,3.89,104.0,26.0,5.05
7881,1,10,14.69,185.0,18.5,5.82
7882,14,4,7.04,99.0,24.75,5.9
7883,0,20,31.04,313.0,15.65,6.32
7884,6,11,15.46,121.0,11.0,7.73
7885,13,3,3.22,36.0,12.0,6.02
7886,0,9,8.57,89.0,9.89,6.86
7888,2,11,20.68,242.0,22.0,6.65
7889,6,5,6.22,54.0,10.8,7.74
7890,4,7,6.25,62.0,8.86,6.67
7891,8,9,30.79,373.0,41.44,6.9
7892,3,6,8.58,151.0,25.17,4.76
7893,1,5,6.44,57.0,11.4,6.78
7894,4,18,34.66,329.0,18.28,6.46
7895,0,9,13.06,105.0,11.67,8.12
7896,5,6,4.98,63.0,10.5,6.02
7897,2,14,18.21,256.0,18.29,5.31
7898,0,7,8.67,84.0,12.0,7.01
7899,3,6,13.08,92.0,15.33,8.17
7901,4,5,18.28,188.0,37.6,6.05
7902,0,9,14.2,167.0,18.56,5.35
7903,7,7,12.51,100.0,14.29,7.21
7904,7,7,26.15,192.0,27.43,6.4
7905,0,10,14.27,230.0,23.0,5.41
7906,11,5,7.35,118.0,23.6,4.6
7907,0,7,7.36,101.0,14.43,5.35
7908,12,3,11.01,77.0,25.67,9.0
7909,3,5,7.35,86.0,17.2,6.59
7910,6,7,9.01,134.0,19.14,5.47
7911,1,11,17.11,259.0,23.55,6.52
7912,1,3,8.17,64.0,21.33,7.6
7913,5,4,5.81,39.0,9.75,8.67
7914,12,4,8.21,144.0,36.0,4.16
7915,28,1,1.49,25.0,25.0,3.58
7916,1,6,12.12,101.0,16.83,6.14
7917,10,3,2.16,51.0,17.0,4.13
7918,9,1,0.88,6.0,6.0,8.77
7919,8,7,8.85,105.0,15.0,5.38
7920,0,5,8.07,62.0,12.4,7.57
7921,3,9,13.38,153.0,17.0,6.4
7922,1,8,8.19,139.0,17.38,5.8
7923,21,2,4.04,31.0,15.5,7.03
7924,2,8,9.76,87.0,10.88,6.36
7925,0,4,6.3,49.0,12.25,7.88
7926,0,13,20.14,188.0,14.46,6.32
7927,4,5,11.84,93.0,18.6,7.68
7928,6,6,7.57,61.0,10.17,7.56
7929,14,3,3.54,28.0,9.33,9.39
7930,2,18,30.92,308.0,17.11,6.52
7931,0,7,12.07,97.0,13.86,7.23
7932,6,10,13.21,109.0,10.9,7.17
7933,13,3,5.81,38.0,12.67,9.72
7934,7,7,16.13,134.0,19.14,6.84
7935,2,18,32.27,275.0,15.28,7.58
7936,15,7,9.31,100.0,14.29,6.3
7937,2,11,27.72,217.0,19.73,7.11
7938,12,7,19.15,134.0,19.14,8.72
7939,1,6,9.82,77.0,12.83,8.49
7940,10,10,11.39,195.0,19.5,6.62
7941,2,7,11.58,94.0,13.43,8.18
7942,2,4,7.62,55.0,13.75,8.4
7943,7,7,6.1,59.0,8.43,6.95
7944,0,8,19.2,191.0,23.88,6.99
7946,2,7,12.24,116.0,16.57,7.36
7947,6,5,5.06,41.0,8.2,8.21
7948,17,8,11.7,123.0,15.38,6.27
7949,5,18,31.21,334.0,18.56,6.27
7950,3,10,17.97,158.0,15.8,6.63
7951,1,13,28.58,321.0,24.69,5.46
7952,3,6,12.13,84.0,14.0,7.98
7953,0,6,7.89,62.0,10.33,7.29
7954,0,9,15.9,126.0,14.0,7.4
7955,15,5,12.89,105.0,21.0,7.63
7956,7,8,18.29,240.0,30.0,5.63
7957,14,14,22.58,291.0,20.79,5.14
7958,0,17,24.34,247.0,14.53,6.58
7959,2,17,28.86,307.0,18.06,6.72
7960,6,7,6.13,82.0,11.71,5.47
7961,4,4,8.31,199.0,49.75,4.47
7962,4,6,9.74,94.0,15.67,6.74
7963,0,6,7.61,86.0,14.33,6.35
7964,2,8,11.18,73.0,9.12,9.51
7965,1,6,5.61,93.0,15.5,7.67
7967,24,3,4.06,37.0,12.33,7.01
7968,2,10,18.61,169.0,16.9,6.32
7969,1,8,12.61,128.0,16.0,7.33
7970,1,14,27.65,236.0,16.86,6.77
7971,6,5,11.82,98.0,19.6,6.82
7972,2,7,17.04,181.0,25.86,7.09
7973,1,9,8.85,82.0,9.11,6.24
7974,3,8,12.26,209.0,26.12,5.48
7975,7,7,10.87,107.0,15.29,6.29
7976,4,9,16.5,202.0,22.44,5.68
7977,15,6,10.42,123.0,20.5,5.48
7978,22,1,0.65,9.0,9.0,4.33
7979,7,8,6.53,54.0,6.75,7.46
7980,21,1,0.93,11.0,11.0,5.09
7981,1,7,12.39,94.0,13.43,7.68
7982,5,3,3.54,23.0,7.67,9.71
7983,1,15,23.41,248.0,16.53,6.15
7984,1,11,23.86,325.0,29.55,5.66
7985,12,3,3.66,24.0,8.0,9.04
7986,0,4,5.78,72.0,18.0,5.36
7987,5,11,17.19,210.0,19.09,7.6
7988,5,7,8.81,75.0,10.71,6.91
7989,0,8,6.9,70.0,8.75,6.95
7990,29,1,0.58,4.0,4.0,8.71
7991,0,8,11.17,125.0,15.62,5.8
7992,8,6,7.52,108.0,18.0,4.85
7993,0,11,12.4,111.0,10.09,6.84
7994,1,9,15.57,155.0,17.22,6.53
7995,0,10,35.28,325.0,32.5,6.33
7996,2,10,13.75,124.0,12.4,7.37
7997,8,10,8.59,97.0,9.7,7.24
7998,16,3,2.11,130.0,43.33,4.47
7999,1,5,8.95,68.0,13.6,7.16
8000,2,12,20.3,214.0,17.83,6.48
8001,0,17,43.12,339.0,19.94,6.94
8002,6,13,18.85,189.0,14.54,6.27
8003,3,4,6.43,66.0,16.5,5.79
8004,0,7,10.41,96.0,13.71,6.51
8005,3,8,8.23,105.0,13.12,6.38
8006,4,5,10.8,148.0,29.6,5.62
8007,6,9,15.18,125.0,13.89,7.98
8008,6,8,10.14,112.0,14.0,5.91
8009,3,10,14.25,101.0,10.1,8.75
8010,1,7,10.42,90.0,12.86,7.9
8011,1,4,7.96,75.0,18.75,5.93
8012,0,8,19.8,198.0,24.75,6.03
8013,1,11,11.47,123.0,11.18,6.12
8014,0,6,7.96,66.0,11.0,8.33
8015,0,9,17.28,186.0,20.67,7.29
8016,15,6,18.61,127.0,21.17,8.31
8017,6,10,11.58,291.0,29.1,5.42
8018,3,8,7.25,147.0,18.38,5.12
8019,0,12,15.67,186.0,15.5,6.96
8020,0,10,19.13,167.0,16.7,7.07
8021,1,17,29.23,355.0,20.88,7.18
8022,0,14,21.22,264.0,18.86,6.43
8023,3,11,18.54,150.0,13.64,7.47
8024,0,8,11.93,107.0,13.38,6.83
8025,3,3,2.45,30.0,10.0,5.66
8026,3,17,40.14,323.0,19.0,7.26
8027,6,7,14.02,147.0,21.0,5.63
8028,2,10,10.25,75.0,7.5,7.63
8029,3,8,13.46,130.0,16.25,7.01
8030,4,5,8.28,52.0,10.4,8.83
8031,1,7,8.84,103.0,14.71,6.4
8032,4,4,5.93,61.0,15.25,6.37
8033,0,11,18.8,183.0,16.64,6.8
8034,1,5,8.54,64.0,12.8,7.71
8035,13,7,13.14,109.0,15.57,7.39
8036,0,13,13.14,113.0,8.69,7.28
8037,1,8,10.65,122.0,15.25,5.89
8038,4,6,9.6,83.0,13.83,6.82
8039,4,2,2.21,80.0,40.0,4.24
8040,2,7,5.78,147.0,21.0,3.92
8041,0,8,11.66,127.0,15.88,6.47
8042,2,5,5.2,52.0,10.4,6.16
8043,2,4,3.1,51.0,12.75,6.23
8044,28,1,1.34,10.0,10.0,8.01
8045,5,7,15.59,150.0,21.43,7.22
8046,0,8,11.6,168.0,21.0,5.75
8047,0,11,17.2,182.0,16.55,6.42
8048,0,7,16.89,141.0,20.14,6.83
8049,5,7,9.73,90.0,12.86,8.0
8050,2,9,10.58,114.0,12.67,6.07
8051,6,10,10.38,141.0,14.1,5.3
8052,0,9,19.12,193.0,21.44,5.76
8053,3,7,6.74,64.0,9.14,7.17
8054,2,7,9.26,78.0,11.14,7.3
8055,17,2,5.22,41.0,20.5,7.56
8056,4,6,14.89,150.0,25.0,5.76
8057,2,8,15.52,130.0,16.25,7.04
8058,9,10,11.77,119.0,11.9,5.65
8059,4,13,16.25,182.0,14.0,5.85
8060,0,12,25.12,242.0,20.17,6.67
8061,2,9,23.41,215.0,23.89,7.4
8062,1,11,25.43,218.0,19.82,6.42
8063,6,9,13.4,274.0,30.44,5.37
8064,2,2,5.14,42.0,21.0,7.34
8065,4,8,11.04,177.0,22.12,4.16
8066,0,12,19.64,193.0,16.08,6.46
8067,13,4,2.86,37.0,9.25,5.25
8068,11,7,5.97,87.0,12.43,4.78
8069,3,7,17.08,156.0,22.29,5.56
8070,0,6,4.6,69.0,11.5,5.94
8071,4,11,16.07,151.0,13.73,6.97
8072,14,2,3.69,32.0,16.0,6.76
8073,1,3,4.12,39.0,13.0,6.06
8074,1,10,17.66,170.0,17.0,6.5
8075,0,15,16.86,149.0,9.93,7.69
8076,3,8,17.86,146.0,18.25,6.85
8077,0,19,24.46,299.0,15.74,6.21
8078,0,12,15.27,181.0,15.08,5.68
8079,15,5,4.6,46.0,9.2,6.19
8080,2,10,26.51,211.0,21.1,8.25
8081,3,12,17.12,216.0,18.0,5.99
8082,1,9,15.6,127.0,14.11,7.49
8084,6,5,9.0,76.0,15.2,7.88
8085,23,3,1.56,81.0,27.0,1.99
8086,0,11,15.78,155.0,14.09,5.93
8087,9,12,22.93,226.0,18.83,7.24
8088,0,13,24.58,232.0,17.85,7.02
8089,0,4,8.94,82.0,20.5,6.48
8090,1,6,12.37,94.0,15.67,7.04
8091,0,4,7.37,77.0,19.25,6.41
8092,0,9,19.94,229.0,25.44,6.38
8093,8,12,33.81,378.0,31.5,6.07
8094,8,9,13.44,135.0,15.0,6.73
8095,2,8,10.27,91.0,11.38,6.97
8096,7,2,3.19,19.0,9.5,8.79
8097,12,12,13.73,126.0,10.5,7.31
8098,0,5,17.0,124.0,24.8,7.02
8099,1,14,16.0,138.0,9.86,7.31
8100,0,5,10.26,93.0,18.6,7.14
8101,10,7,12.45,215.0,30.71,6.3
8102,10,7,13.32,122.0,17.43,5.65
8103,1,11,11.0,126.0,11.45,6.67
8104,30,1,1.01,7.0,7.0,8.67
8105,7,6,9.84,98.0,16.33,5.68
8106,17,9,9.74,102.0,11.33,7.32
8107,1,16,31.81,346.0,21.62,6.62
8108,1,8,8.04,86.0,10.75,6.25
8109,4,12,18.34,148.0,12.33,7.35
8110,9,6,7.8,76.0,12.67,7.24
8111,8,1,0.29,4.0,4.0,4.38
8112,5,12,15.9,131.0,10.92,7.47
8113,11,8,17.79,130.0,16.25,7.3
8114,1,18,34.47,301.0,16.72,7.51
8115,7,4,4.39,39.0,9.75,7.13
8116,26,2,1.91,17.0,8.5,6.93
8117,3,10,10.77,111.0,11.1,6.64
8118,13,6,9.31,107.0,17.83,6.01
8119,1,5,8.89,65.0,13.0,8.34
8120,11,7,7.1,98.0,14.0,5.87
8121,5,12,11.25,183.0,15.25,5.67
8122,0,6,13.29,102.0,17.0,7.17
8123,2,10,9.82,150.0,15.0,6.99
8124,1,6,20.58,288.0,48.0,6.7
8125,0,8,27.66,261.0,32.63,7.34
8126,1,16,45.17,378.0,23.62,7.12
8127,5,8,13.07,166.0,20.75,6.67
8128,8,1,2.47,15.0,15.0,9.89
8129,3,3,11.04,145.0,48.33,7.75
8130,0,12,16.65,139.0,11.58,7.23
8131,1,15,25.64,313.0,20.87,6.65
8132,0,8,17.94,151.0,18.88,7.9
8133,0,5,4.35,37.0,7.4,7.06
8134,17,2,1.78,30.0,15.0,4.25
8135,1,15,16.54,168.0,11.2,6.22
8136,1,5,5.44,51.0,10.2,7.1
8137,0,6,16.26,119.0,19.83,8.46
8138,1,9,17.75,155.0,17.22,7.14
8139,1,9,13.01,128.0,14.22,6.46
8140,5,4,4.19,35.0,8.75,7.43
8141,0,7,13.41,115.0,16.43,7.52
8142,9,8,18.6,189.0,23.62,6.81
8143,4,6,5.29,68.0,11.33,6.32
8144,0,10,16.7,201.0,20.1,5.4
8145,1,8,10.81,100.0,12.5,7.18
8146,4,11,15.09,118.0,10.73,7.66
8147,2,10,15.59,183.0,18.3,6.08
8148,2,7,9.59,92.0,13.14,6.24
8149,1,8,14.7,169.0,21.12,4.96
8150,1,4,5.97,50.0,12.5,7.2
8151,3,4,5.44,79.0,19.75,4.18
8152,8,10,13.39,130.0,13.0,8.42
8153,0,9,10.35,209.0,23.22,5.88
8154,1,8,17.06,131.0,16.38,7.54
8155,22,4,11.79,106.0,26.5,6.96
8156,1,8,7.67,179.0,22.38,7.14
8157,2,8,10.3,102.0,12.75,6.15
8158,2,7,16.06,139.0,19.86,7.19
8159,0,6,20.19,219.0,36.5,5.69
8160,5,3,3.36,29.0,9.67,7.1
8161,5,3,2.81,24.0,8.0,6.7
8162,6,9,12.57,125.0,13.89,7.31
8163,0,10,11.2,116.0,11.6,7.39
8164,6,5,13.88,124.0,24.8,5.62
8165,3,10,14.14,133.0,13.3,6.86
8166,3,8,9.42,99.0,12.38,6.41
8167,4,9,13.01,108.0,12.0,7.22
8168,8,6,7.6,68.0,11.33,6.81
8169,22,3,4.84,51.0,17.0,4.91
8171,0,11,16.22,152.0,13.82,6.75
8172,0,10,13.53,120.0,12.0,7.14
8173,0,10,11.97,107.0,10.7,7.0
8174,3,6,13.86,129.0,21.5,5.76
8175,1,10,10.12,110.0,11.0,6.54
8176,0,3,4.17,49.0,16.33,5.95
8177,6,7,9.3,72.0,10.29,7.21
8178,3,8,10.66,109.0,13.62,5.86
8179,8,6,14.7,137.0,22.83,6.68
8180,4,8,11.9,131.0,16.38,6.35
8181,4,11,14.06,179.0,16.27,5.8
8182,2,6,11.31,90.0,15.0,7.44
8184,1,17,27.5,325.0,19.12,6.68
8185,1,9,16.95,192.0,21.33,6.14
8186,21,4,9.53,76.0,19.0,7.04
8187,13,7,8.55,74.0,10.57,6.48
8188,0,19,29.62,261.0,13.74,6.93
8189,4,5,7.08,71.0,14.2,6.41
